Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,Only.identified.by.site,Reverse,Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],Valid.values,Valid.values.15.min,Valid.values.30.min,Valid.values.60.min,Valid.values.unstim,15.min.FG183.neu,15.min.FG184.neu,15.min.FG185.neu,30.min.FG188.neu,30.min.FG189.neu,30.min.FG190.neu,60.min.FG191.neu,60.min.FG193.neu,60.min.FG194.neu,unstim.FG180.neu,unstim.FG181.neu,unstim.FG182.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,1.12727546374559,0.570833524068197,A2AKG8,A2AKG8,Focadhesin,Focad,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,198.95,12,3,3,3,3,14.1320123672485,13.6060123443604,13.5924129486084,13.2482128143311,12.3472127914429,14.8035125732422,13.2653121948242,12.0957126617432,12.2946128845215,12.9676122665405,13.1439123153687,13.5064125061035,15,MYD88,IRAK4
FALSE,0.937924422696788,2.61608346303304,A2AKX3,A2AKX3,Probable helicase senataxin,Setx,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,297.59,10,3,1,3,3,12.8128128051758,9.19411277770996,9.50395202636719,NA,NA,11.1441125869751,8.80092239379883,8.40311241149902,10.6840124130249,6.92011260986328,8.98661231994629,7.75590229034424,15,MYD88,IRAK4
FALSE,0.976289277159876,1.13483333587646,A2APB8,A2APB8,Targeting protein for Xklp2,Tpx2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,17,85.893,12,3,3,3,3,17.3809127807617,16.1078128814697,15.7002124786377,16.026912689209,16.5701122283936,15.8243131637573,14.7020130157471,15.4470129013062,15.4838123321533,14.9143123626709,15.2588129043579,15.6113128662109,15,MYD88,IRAK4
FALSE,0.809841800874805,1.42276668548584,A2AR02,A2AR02,Peptidyl-prolyl cis-trans isomerase G,Ppig,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,88.324,11,3,2,3,3,15.2730131149292,14.3493127822876,12.751612663269,13.9694128036499,NA,14.5849123001099,13.4845123291016,13.241512298584,13.56911277771,12.5389127731323,13.3620128631592,12.2047128677368,15,MYD88,IRAK4
FALSE,0.169751902295645,-0.593219757080078,A2ASS6,A2ASS6,Titin,Ttn,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,8,3906.4,12,3,3,3,3,7.68217277526855,8.4756326675415,8.39094257354736,5.09724235534668,11.8348827362061,9.30695247650146,5.74713230133057,3.93700218200684,9.25611209869385,6.18428230285645,10.0393123626709,10.1048126220703,15,MYD88,IRAK4
FALSE,1.35744220970835,1.09106636047363,A2AT37,A2AT37,NA,Upf2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,34,147.55,12,3,3,3,3,18.8161125183105,17.8777122497559,18.214412689209,18.1618118286133,18.0315132141113,17.2137126922607,16.8157119750977,16.5181121826172,16.5577125549316,16.7057132720947,17.3921127319336,17.5372123718262,15,MYD88,IRAK4
FALSE,0.175839342556843,0.390666961669922,A2BE28,A2BE28,Ribosomal biogenesis protein LAS1L,Las1l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,89.413,12,3,3,3,3,15.5487127304077,14.5096130371094,13.0129127502441,14.8744125366211,17.7233123779297,14.2304124832153,13.8654127120972,13.2903127670288,14.5391130447388,13.6090126037598,14.7852125167847,13.505012512207,15,MYD88,IRAK4
FALSE,0.517847101178571,0.989529927571613,A2BH40,A2BH40,AT-rich interactive domain-containing protein 1A,Arid1a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,242.09,11,3,2,3,3,12.0609121322632,9.56843280792236,9.87981224060059,10.3495121002197,NA,7.86563205718994,8.90011215209961,8.60311222076416,8.46321201324463,9.56331253051758,8.9743127822876,10.0029420852661,15,MYD88,IRAK4
FALSE,0.681135881039789,0.837666193644203,A2RSY6,A2RSY6,TRMT1-like protein,Trmt1l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,18,80.86,12,3,3,3,3,18.0953121185303,17.2019119262695,17.2963123321533,17.3874130249023,18.2602119445801,16.7285118103027,16.030912399292,16.8749122619629,16.4632129669189,15.7543125152588,17.3503131866455,16.9759120941162,15,MYD88,IRAK4
FALSE,0.400348188981386,0.487566630045574,A3KFM7;Q8BYH8;A2AJK6,A3KFM7,Chromodomain-helicase-DNA-binding protein 6,Chd6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,305.39,12,3,3,3,3,11.4865121841431,10.7123126983643,10.2529125213623,11.8992128372192,10.9147024154663,10.2430028915405,9.69671249389648,9.91211223602295,10.6938123703003,9.59621238708496,10.7671127319336,10.6257123947144,15,MYD88,IRAK4
FALSE,0.754060346913344,0.600566546122231,A6PWY4,A6PWY4,WD repeat-containing protein 76,Wdr76,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,69.007,12,3,3,3,3,16.885612487793,17.3851127624512,16.737512588501,16.4811134338379,16.8081130981445,14.6243124008179,15.7771129608154,15.5367126464844,15.2588129043579,15.9207124710083,16.3069133758545,16.9789123535156,15,MYD88,IRAK4
FALSE,0.0175766002603625,0.028599739074707,B1AQJ2,B1AQJ2,Ubiquitin carboxyl-terminal hydrolase 36,Usp36,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,119.91,11,3,2,3,3,15.3301124572754,14.8586130142212,13.5751123428345,15.5987129211426,NA,14.641713142395,13.6692123413086,14.3386125564575,14.1175127029419,14.7033128738403,14.2980127334595,14.6767129898071,15,MYD88,IRAK4
FALSE,0.234846789000363,0.224166552225748,B1ARD6;B1ARD8,B1ARD6;B1ARD8,NA,Slfn9;Slfn8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,103.99,10,3,2,2,3,11.2696123123169,11.2551126480103,10.3532123565674,11.003812789917,NA,9.61322212219238,NA,9.97971248626709,10.1550121307373,10.5189123153687,11.1772127151489,10.5093126296997,15,MYD88,IRAK4
FALSE,0.462606200817081,0.543732961018881,B1AY10,B1AY10,Transcriptional repressor NF-X1,Nfx1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,17,123.81,12,3,3,3,3,17.1557121276855,15.7903127670288,15.5308122634888,15.8477125167847,14.7820129394531,14.6187124252319,14.6773128509521,15.0107126235962,14.7100124359131,15.5518131256104,15.5528125762939,15.7410125732422,15,MYD88,IRAK4
FALSE,0.0157017790410536,0.0245993932088204,B1AZI6,B1AZI6,THO complex subunit 2,Thoc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,15,182.77,12,3,3,3,3,14.8819122314453,14.6656122207642,13.9490127563477,15.2397127151489,17.6140117645264,13.7943124771118,14.1271123886108,13.645712852478,13.9849128723145,13.602313041687,14.8882131576538,14.9322128295898,15,MYD88,IRAK4
FALSE,0.721409299034615,1.24696683883667,B2RQC2,B2RQC2,Ubiquitin carboxyl-terminal hydrolase 42,Usp42,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,146.22,10,3,2,3,2,12.5422124862671,11.2677125930786,11.1181125640869,12.244312286377,NA,10.3059825897217,10.2157125473022,9.86501216888428,11.5226125717163,9.78791236877441,NA,11.0035123825073,15,MYD88,IRAK4
FALSE,0.98670758406542,0.913999557495117,B2RQC6;Q8C196,B2RQC6,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,Cad,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,61,243.24,12,3,3,3,3,19.7331123352051,18.7403125762939,19.5550117492676,18.6443119049072,20.7439117431641,18.49831199646,18.0805130004883,17.8085117340088,18.044412612915,17.8319129943848,18.5917129516602,18.8628120422363,15,MYD88,IRAK4
FALSE,0.944269998445069,0.782999674479164,B2RR83,B2RR83,Probable ATP-dependent RNA helicase YTHDC2,Ythdc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,42,161.09,12,3,3,3,3,18.0104122161865,17.4405117034912,17.4464130401611,17.4141120910645,18.3833122253418,16.7248134613037,16.3690128326416,16.1488132476807,16.1528129577637,16.1806125640869,17.2775135040283,17.0902118682861,15,MYD88,IRAK4
FALSE,0.234138110855867,0.442166964213053,B2RRD7,B2RRD7,NA,Brpf1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,137.31,9,2,1,3,3,11.4966125488281,NA,11.1272125244141,NA,NA,10.6030120849609,10.4974126815796,10.5815124511719,10.5721120834351,9.79201221466064,11.5861120223999,11.2311124801636,15,MYD88,IRAK4
FALSE,1.01956236090901,1.07833353678385,B2RRE7,B2RRE7,OTU domain-containing protein 4,Otud4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,19,123.05,12,3,3,3,3,18.3672122955322,17.1840133666992,16.9427127838135,16.7959117889404,16.4181118011475,16.6957130432129,15.8734130859375,15.6896123886108,15.9450130462646,16.0388126373291,16.3877124786377,16.8324127197266,15,MYD88,IRAK4
FALSE,0.14401055545442,0.2593994140625,B2RX14,B2RX14,Terminal uridylyltransferase 4,Zcchc11,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,184.65,11,3,2,3,3,13.1528120040894,12.5848121643066,12.3076124191284,12.8509120941162,NA,10.254222869873,8.85494232177734,11.9901123046875,11.593412399292,11.191312789917,13.174412727356,12.901312828064,15,MYD88,IRAK4
FALSE,0.767328529239517,1.00536632537842,B2RY56,B2RY56,RNA-binding protein 25,Rbm25,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,99.551,12,3,3,3,3,17.6689128875732,16.0459117889404,15.780912399292,16.5218124389648,14.7829122543335,15.7217130661011,15.4423122406006,14.8327131271362,14.5949125289917,15.2480125427246,15.6542129516602,15.5774126052856,15,MYD88,IRAK4
FALSE,0.0203811435132253,0.0323667526245117,B9EJ86;Q9ER64,B9EJ86,Oxysterol-binding protein,Osbpl8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,101.27,12,3,3,3,3,14.227313041687,13.5688123703003,13.0143127441406,14.9043130874634,15.76731300354,14.0422124862671,13.3433122634888,13.9325122833252,13.8791122436523,14.3201122283936,12.9723129272461,13.4209127426147,15,MYD88,IRAK4
FALSE,0.346116453772392,0.867866834004721,C0HKD9;C0HKD8,C0HKD9;C0HKD8,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,51.954,11,3,2,3,3,15.704213142395,14.3694124221802,12.5080127716064,13.4986124038696,NA,13.1138124465942,13.8290128707886,10.7200126647949,13.7383127212524,12.4883127212524,14.1158123016357,13.3739128112793,15,MYD88,IRAK4
FALSE,0.905925435695812,0.964733759562176,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP5;Q8BFU2;Q8R1M2;Q8CGP7;P27661,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP5;Q8BFU2;Q8R1M2;Q8CGP7;P27661,Histone H2A type 1-H;Histone H2A type 1-F;Histone H2A type 3;Histone H2A.J;Histone H2A type 1-K;Histone H2AX,Hist1h2ah;Hist1h2af;Hist3h2a;H2afj;Hist1h2ak;H2afx,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,14.135,12,3,3,3,3,25.64231300354,25.2625122070313,24.7913131713867,25.2536125183105,26.1333122253418,23.3089122772217,25.8885135650635,24.1295127868652,24.6643123626709,23.5079116821289,24.2912120819092,25.0028133392334,15,MYD88,IRAK4
FALSE,0.151759389494485,-0.419866561889648,CON__P00761,CON__P00761,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,4,24.409,12,3,3,3,3,21.8342132568359,25.0577125549316,24.0370121002197,24.2819118499756,24.539213180542,19.1487121582031,23.7709121704102,22.8324127197266,19.3766117095947,23.4740123748779,23.88401222229,24.8305130004883,15,MYD88,IRAK4
FALSE,0.0122520092441782,-0.0101003646850586,CON__P01966,CON__P01966,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,3,15.184,11,3,2,3,3,14.833212852478,14.4100122451782,14.6187124252319,15.2527122497559,NA,14.2983131408691,13.7940130233765,12.9970121383667,16.8836135864258,14.8676128387451,14.1442127227783,14.8804130554199,15,MYD88,IRAK4
FALSE,0.263743519609922,0.699399948120117,CON__P02533;CON__Q61782;CON__P19001;P19001;CON__P05784;CON__Q9D312;P05784;Q9D312;CON__Q8N1A0;CON__A2A5Y0;CON__O76015;CON__O76013;CON__Q7Z3Y9;CON__O76014;CON__REFSEQ:XP_986630;Q8CCX5;Q61897;Q61765;Q6IFX3;Q8VCW2;Q9Z320;B1AQ75,CON__P02533,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,24,51.621,12,3,3,3,3,20.6648120880127,21.0455131530762,18.7404117584229,19.4446125030518,19.3844127655029,18.0357131958008,19.2129135131836,17.6189117431641,19.9267120361328,19.6702117919922,18.0006122589111,20.681713104248,15,MYD88,IRAK4
FALSE,0.561005793915447,1.71696694691976,CON__P02538;CON__Q8VED5;Q8VED5;CON__P07744;P07744;CON__H-INV:HIT000292931;Q99M73,CON__P02538,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,28,60.044,12,3,3,3,3,17.7181129455566,18.3187122344971,14.2755126953125,15.2997131347656,15.1235122680664,14.2171125411987,16.490213394165,13.5606126785278,17.9624118804932,16.0657119750977,14.4757127761841,14.6200122833252,15,MYD88,IRAK4
FALSE,0.472252930560628,0.88313325246175,CON__P02662,CON__P02662,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,2,22.975,12,3,3,3,3,15.5403127670288,15.6258125305176,14.4565124511719,16.2423133850098,16.494312286377,13.4738130569458,12.8767127990723,11.265212059021,14.9894123077393,14.6378126144409,15.3809127807617,12.9545125961304,15,MYD88,IRAK4
FALSE,0.246860630124211,1.30393314361572,CON__P02768-1,CON__P02768-1,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,12,69.366,10,2,2,3,3,NA,13.3133125305176,16.6473121643066,11.4344120025635,NA,11.211012840271,10.8146123886108,9.45131206512451,13.0603122711182,12.8737125396729,12.0387125015259,16.1167125701904,15,MYD88,IRAK4
FALSE,1.10772678999253,2.23636754353841,CON__P02769;P07724,CON__P02769,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,32,69.293,12,3,3,3,3,22.0098133087158,20.5411128997803,21.9940128326416,21.2773132324219,19.6616134643555,18.9912128448486,20.0916118621826,19.639612197876,18.0754127502441,19.5260124206543,17.7597122192383,20.5501117706299,15,MYD88,IRAK4
FALSE,0.65834190440243,1.34676678975423,CON__P04259,CON__P04259,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,28,59.998,12,3,3,3,3,20.5846118927002,21.0426120758057,18.2286128997803,20.0245132446289,21.1401119232178,19.1232128143311,19.5511131286621,17.1865119934082,20.0848121643066,19.1441116333008,18.0600128173828,18.6114120483398,15,MYD88,IRAK4
FALSE,0.114606379208608,0.270766576131187,CON__P04264;CON__H-INV:HIT000016045,CON__P04264,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,40,66.017,12,3,3,3,3,24.9555130004883,24.8744125366211,23.9705123901367,24.9039134979248,26.0212135314941,23.3050117492676,23.8200130462646,22.6994132995605,22.7827129364014,24.1120128631592,23.0694122314453,25.806713104248,15,MYD88,IRAK4
FALSE,0.205424920679821,0.845666885375977,CON__P08779;CON__Q9Z2K1;CON__Q3ZAW8;Q9Z2K1,CON__P08779,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,24,51.267,12,3,3,3,3,16.99831199646,18.6623134613037,14.0758123397827,15.2085123062134,16.4263134002686,15.4183130264282,16.3898124694824,13.8014125823975,17.8646125793457,16.4153118133545,14.0317125320435,16.7524127960205,15,MYD88,IRAK4
FALSE,0.359497087843362,0.776599566141764,CON__P12763,CON__P12763,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,5,38.418,11,3,2,3,3,15.1822128295898,17.5475120544434,15.1461124420166,15.4340124130249,NA,12.7069120407104,13.9497127532959,13.7080125808716,12.9319124221802,16.0276126861572,14.7173128128052,14.8011131286621,15,MYD88,IRAK4
FALSE,0.444247207159382,0.617566426595051,CON__P13645;CON__Q7Z3Y7;CON__Q148H6;CON__Q2M2I5;CON__Q7Z3Z0,CON__P13645,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,28,59.51,12,3,3,3,3,24.8989124298096,24.481912612915,23.2179126739502,24.0117130279541,26.1618118286133,23.3455123901367,23.0829124450684,22.5911121368408,21.7293128967285,23.9770126342773,22.9522132873535,23.8168125152588,15,MYD88,IRAK4
FALSE,0.137990881868653,0.27720006306966,CON__P13647,CON__P13647,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,27,62.378,12,3,3,3,3,20.0638122558594,20.5560131072998,18.8453121185303,19.8581123352051,19.5303115844727,18.3061122894287,19.0457134246826,17.9391117095947,19.2687129974365,19.5766124725342,18.5920124053955,20.4649124145508,15,MYD88,IRAK4
FALSE,1.38739790197643,1.17446645100912,CON__P15636,CON__P15636,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,13,68.124,12,3,3,3,3,27.3481121063232,26.8047122955322,26.3038120269775,26.4950122833252,27.4690132141113,26.6641120910645,25.0077133178711,23.999813079834,24.2969131469727,25.3374118804932,25.4452133178711,26.1506118774414,15,MYD88,IRAK4
FALSE,0.123867977677992,-0.317267100016274,CON__P35527;CON__Q99456,CON__P35527,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,28,62.129,12,3,3,3,3,23.7624130249023,23.399112701416,23.0865116119385,23.6298122406006,24.5461120605469,22.1274127960205,22.7366123199463,22.0961132049561,21.8122119903564,23.288013458252,22.4168128967285,25.4950122833252,15,MYD88,IRAK4
FALSE,0.485243123062397,0.619733174641926,CON__P35908;Q6IFZ9,CON__P35908,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,40,65.865,12,3,3,3,3,24.1601123809814,24.0125122070313,23.2024116516113,23.6070117950439,25.5865135192871,22.0421123504639,22.9208126068115,21.8276119232178,22.0966129302979,23.083911895752,22.4070129394531,24.0249118804932,15,MYD88,IRAK4
FALSE,0.363487440058727,1.18826675415039,CON__Q04695;CON__Q99PS0;Q99PS0,CON__Q04695,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,19,48.105,12,3,3,3,3,18.5480117797852,17.5900135040283,14.4326124191284,15.3153123855591,14.5607128143311,14.0440130233765,14.9971122741699,13.0288124084473,18.0855121612549,16.3522129058838,14.5529127120972,16.1007118225098,15,MYD88,IRAK4
FALSE,0.213973380651128,-0.500666300455729,CON__Q1RMK2,CON__Q1RMK2,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,9,65.056,11,3,2,3,3,13.7161130905151,15.6698131561279,12.8998126983643,15.860912322998,NA,14.5668125152588,15.0565128326416,14.5240125656128,15.2656126022339,15.3398122787476,14.0339126586914,14.4140129089355,15,MYD88,IRAK4
FALSE,0.179730068021285,-0.399799982706707,CON__Q28107;O88783,CON__Q28107,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,10,248.98,12,3,3,3,3,12.1059122085571,13.5369129180908,13.6324129104614,14.5790128707886,12.4871625900269,13.1875123977661,12.9673128128052,12.4373121261597,12.1220121383667,14.0916128158569,12.1213121414185,14.2617130279541,15,MYD88,IRAK4
FALSE,0.371510614064156,0.683449745178223,CON__Q2UVX4,CON__Q2UVX4,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,3,187.37,9,2,3,2,2,13.2418127059937,NA,12.1621122360229,12.425012588501,11.125732421875,11.9516124725342,NA,11.1443128585815,11.8750123977661,11.5923128128052,NA,12.444712638855,15,MYD88,IRAK4
FALSE,0.325603437290887,0.716299692789715,CON__Q32MB2,CON__Q32MB2,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,5,58.923,12,3,3,3,3,18.901912689209,18.4567127227783,17.0807132720947,17.3437118530273,17.304012298584,16.1344127655029,16.9545135498047,15.9007129669189,16.4214134216309,17.3526134490967,16.2256126403809,18.7122135162354,15,MYD88,IRAK4
FALSE,0.140494048850509,-0.410684108734131,CON__Q3SX09;CON__P02070;P02104;P02089;P02088,CON__Q3SX09;CON__P02070;P02104;P02089;P02088,Hemoglobin subunit epsilon-Y2;Hemoglobin subunit beta-2;Hemoglobin subunit beta-1,Hbb-y;Hbb-b2;Hbb-b1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,2,22.06,10,3,2,3,2,13.7914123535156,13.9620122909546,11.4928121566772,14.619213104248,NA,15.3716125488281,14.3229122161865,12.6354122161865,17.9278125762939,13.8250131607056,13.1605129241943,NA,15,MYD88,IRAK4
FALSE,0.114086244199719,0.119632720947266,CON__Q3SX14,CON__Q3SX14,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,17,85.686,12,3,3,3,3,17.2117118835449,16.1742134094238,16.8401126861572,17.2782135009766,17.8688125610352,16.0602130889893,14.8838129043579,16.3476123809814,15.8505125045776,16.9368133544922,16.1752128601074,16.7551136016846,15,MYD88,IRAK4
FALSE,0.0110457790015408,0.0260330835978202,CON__Q3ZBS7;P29788,CON__Q3ZBS7,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,6,54.099,11,3,2,3,3,17.532112121582,15.5022125244141,15.6430130004883,17.6871128082275,NA,16.7925128936768,14.6684131622314,14.0560131072998,15.5091123580933,15.872013092041,15.6949129104614,17.0323123931885,15,MYD88,IRAK4
