Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Peptides,Mol..weight.[kDa],Valid.values,Valid.values.15.min,Valid.values.30.min,Valid.values.unstim,15.min.FG71.neu,15.min.FG72.neu,15.min.FG73.neu,30.min.FG74.neu,30.min.FG75.neu,30.min.FG77.neu,unstim.FG38.neu,unstim.FG39.neu,unstim.FG40.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,2.89335776520518,2.2737668355306,O55236,O55236,mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase,Rngtt,NA,4,68.683,12,4,3,5,15.1195669174194,14.58766746521,14.9783668518066,14.1024675369263,17.02516746521,14.0949668884277,12.9448671340942,12.7487668991089,12.1706666946411,15,IRAK4,NONE
TRUE,2.61805714847581,1.50823338826497,O70157,O70157,DNA topoisomerase 3-alpha,Top3a,NA,21,112.36,12,4,3,5,18.8615665435791,18.8937664031982,18.7238674163818,18.8571662902832,18.8587665557861,18.7119674682617,17.7132663726807,17.2664661407471,16.9747676849365,15,IRAK4,NONE
TRUE,2.75588361362242,2.17570018768311,O70325,O70325,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",Gpx4,NA,4,22.228,12,4,3,5,18.5828666687012,18.40256690979,17.8442668914795,18.4278678894043,18.8415679931641,19.3561668395996,16.4455661773682,16.0700664520264,15.7869672775269,15,IRAK4,NONE
TRUE,3.10502226996667,4.48190053304037,O70566,O70566,Protein diaphanous homolog 2,Diaph2,NA,4,124.87,12,4,3,5,15.5965671539307,15.1050672531128,16.5113677978516,14.2094669342041,16.4982662200928,16.4156665802002,11.1952667236328,10.8337669372559,11.7382669448853,15,IRAK4,NONE
TRUE,1.66498709323815,4.29291009902954,O70585,O70585,Dystrobrevin beta,Dtnb,NA,3,74.398,8,3,2,3,NA,13.3368673324585,13.2696666717529,NA,15.7869672775269,14.9057674407959,8.36944675445557,NA,9.65126705169678,15,IRAK4,NONE
TRUE,2.05921348202528,1.69433339436849,O88291,O88291,DBIRD complex subunit ZNF326,Znf326,NA,5,65.225,12,4,3,5,15.573766708374,15.3873672485352,15.8593673706055,15.1392669677734,15.3246669769287,16.3295669555664,14.0226669311523,13.3005666732788,14.414267539978,15,IRAK4,NONE
TRUE,2.36103587474895,1.61789989471435,O88447;Q9DBS5,O88447,Kinesin light chain 1,Klc1,NA,7,61.449,12,4,3,5,17.6144676208496,16.7770671844482,17.2111663818359,17.4518661499023,17.3636665344238,17.3029670715332,15.4209671020508,15.8568668365479,15.4711675643921,15,IRAK4,NONE
TRUE,1.35763741956229,-1.94313367207845,O88522,O88522,NF-kappa-B essential modulator,Ikbkg,NA,4,47.972,12,4,3,5,14.7536668777466,12.6521673202515,14.3012666702271,15.4608669281006,15.4335670471191,14.2804670333862,15.7843675613403,16.2164669036865,15.5356674194336,15,IRAK4,NONE
TRUE,3.48065101517521,-1.77519989013672,O88569,O88569,Heterogeneous nuclear ribonucleoproteins A2/B1,Hnrnpa2b1,NA,18,37.402,13,4,4,5,20.7979679107666,20.7033672332764,21.0760669708252,21.2097663879395,21.248067855835,21.5165672302246,22.4719676971436,22.5944671630859,22.8365669250488,15,IRAK4,NONE
TRUE,3.70129058375667,3.99323304494222,O88665,O88665,Bromodomain-containing protein 7,Brd7,NA,3,73.999,12,4,3,5,16.1962661743164,16.0389671325684,15.9642667770386,15.0147666931152,15.5216674804688,16.6054668426514,12.5272674560547,11.511266708374,12.181266784668,15,IRAK4,NONE
TRUE,3.42388305136127,2.29613367716471,O88700,O88700,Bloom syndrome protein homolog,Blm,NA,38,158.36,13,4,4,5,19.0385665893555,19.0337677001953,19.6138668060303,18.3131675720215,18.8474674224854,18.9521675109863,17.0824661254883,16.8323669433594,16.8829669952393,15,IRAK4,NONE
TRUE,2.36084981894561,-3.36306699117025,O88852,O88852,Testis-specific Y-encoded-like protein 1,Tspyl1,NA,2,42.993,11,4,3,4,11.1357669830322,11.6018667221069,10.7798671722412,14.9110670089722,15.0115671157837,10.6212673187256,14.9394674301147,NA,14.131667137146,15,IRAK4,NONE
TRUE,3.74759302242656,1.8470999399821,P00520,P00520,Tyrosine-protein kinase ABL1,Abl1,NA,3,122.67,12,4,3,5,12.1348667144775,11.9393672943115,12.1578664779663,10.5167169570923,11.4275665283203,12.5612668991089,10.3069667816162,10.3870668411255,9.99676704406738,15,IRAK4,NONE
TRUE,1.91184230760821,-1.95406627655029,P01899;P01897;P01896;P01895;P01898;P14430,P01899,"H-2 class I histocompatibility antigen, D-B alpha chain",H2-D1,NA,7,40.836,12,4,3,5,15.359167098999,14.8238668441772,16.1715679168701,15.6268672943115,16.2183666229248,15.7832670211792,17.810266494751,17.0457668304443,17.360767364502,15,IRAK4,NONE
TRUE,1.68875385165814,-4.03979969024658,P01901;P04223;P14428;P01902;P03991,P01901,"H-2 class I histocompatibility antigen, K-B alpha chain",H2-K1,NA,7,41.301,11,4,3,4,12.6392669677734,15.1106672286987,16.257266998291,15.8430671691895,16.8697662353516,15.4981670379639,18.8543663024902,18.3143672943115,18.9578666687012,15,IRAK4,NONE
TRUE,2.9242113527174,-5.3333002726237,P04104,P04104,"Keratin, type II cytoskeletal 1",Krt1,NA,7,65.605,10,4,2,4,15.1786670684814,14.4040670394897,14.026967048645,16.3035678863525,NA,14.6161670684814,19.8835678100586,NA,19.8561668395996,15,IRAK4,NONE
TRUE,2.76716261046309,-2.66413370768229,P10605,P10605,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,Ctsb,NA,3,37.279,11,4,2,5,13.3322668075562,14.3827667236328,13.3070669174194,NA,13.6700668334961,10.2924365997314,16.3211669921875,16.2864665985107,16.406867980957,15,IRAK4,NONE
TRUE,3.36654734110622,1.55975039800008,P10711,P10711,Transcription elongation factor A protein 1,Tcea1,NA,2,33.88,11,2,4,5,NA,15.7721672058105,15.8312673568726,16.9806671142578,16.3495674133301,16.5662670135498,14.2380666732788,14.1257667541504,14.3620672225952,15,IRAK4,NONE
TRUE,4.48270703401084,-1.76506614685059,P11103,P11103,Poly [ADP-ribose] polymerase 1,Parp1,NA,28,113.1,13,4,4,5,20.2986679077148,20.3108673095703,20.3957672119141,20.8213672637939,20.9708671569824,21.0204677581787,22.2527675628662,21.981466293335,22.0662670135498,15,IRAK4,NONE
TRUE,3.18449907925414,1.64400005340576,P11881,P11881,"Inositol 1,4,5-trisphosphate receptor type 1",Itpr1,NA,28,313.16,12,4,3,5,16.8011665344238,16.7375679016113,16.8491668701172,16.5285663604736,16.8542671203613,16.95436668396,15.4004669189453,15.2232675552368,14.8321666717529,15,IRAK4,NONE
TRUE,2.94249725071047,2.32633272806803,P12367,P12367,cAMP-dependent protein kinase type II-alpha regulatory subunit,Prkar2a,NA,10,45.389,12,4,3,5,18.9907665252686,18.6971664428711,18.9632663726807,18.8383674621582,19.683967590332,19.7882671356201,16.5433673858643,16.1080665588379,17.0207672119141,15,IRAK4,NONE
TRUE,4.41252860711856,-4.65439923604329,P15379,P15379,CD44 antigen,Cd44,NA,5,85.616,12,4,3,5,15.7592668533325,15.0652675628662,15.6915674209595,13.3534669876099,17.0468673706055,16.3399677276611,20.0803661346436,20.3230667114258,20.0758666992188,15,IRAK4,NONE
TRUE,4.51352106238341,1.4522336324056,P16546;P08032,P16546,"Spectrin alpha chain, non-erythrocytic 1",Sptan1,NA,168,284.59,13,4,4,5,25.2838668823242,25.236967086792,25.2792663574219,25.1041679382324,25.6687679290771,25.5811672210693,23.9105663299561,23.8489665985107,23.6838665008545,15,IRAK4,NONE
TRUE,2.50702255733951,2.19146664937337,P18828,P18828,Syndecan-1,Sdc1,NA,2,32.904,12,4,3,5,17.8587665557861,18.6453666687012,17.6237678527832,16.1373672485352,17.5769672393799,18.137767791748,15.6289672851563,16.1399669647217,15.7845668792725,15,IRAK4,NONE
TRUE,3.00409788543715,5.14593315124512,P19246;P08553,P19246,Neurofilament heavy polypeptide,Nefh,NA,16,116.99,12,4,3,5,18.8874664306641,18.7490673065186,19.4836673736572,18.8629665374756,19.6151676177979,19.1652679443359,12.8341674804688,14.6910667419434,14.1571674346924,15,IRAK4,NONE
TRUE,3.73312134365125,1.87436676025391,P20152;P15331;P03995,P20152,Vimentin,Vim,NA,51,53.687,13,4,4,5,27.3635673522949,27.1546669006348,27.6133670806885,27.6515674591064,28.236967086792,28.0357666015625,25.5825672149658,25.4171676635742,25.5087661743164,15,IRAK4,NONE
TRUE,1.76491788802839,-2.06919987996419,P20937,P20937,T-cell surface glycoprotein YE1/48,Klra1,NA,3,30.498,11,4,3,4,15.2061672210693,15.5259666442871,16.6714668273926,15.6838674545288,17.5374660491943,15.3192672729492,18.2915668487549,17.9874668121338,17.3321666717529,15,IRAK4,NONE
TRUE,2.75099235594734,-4.12276617685954,P21956,P21956,Lactadherin,Mfge8,NA,8,51.24,11,4,2,5,12.5402669906616,14.0473670959473,14.3230667114258,NA,15.971266746521,15.7942667007446,17.728666305542,17.6843662261963,17.865966796875,15,IRAK4,NONE
TRUE,3.82485023823989,-1.6020336151123,P25976,P25976,Nucleolar transcription factor 1,Ubtf,NA,10,89.508,12,4,3,5,17.1616668701172,16.9179668426514,17.0859661102295,14.7350673675537,16.4286670684814,17.127067565918,18.481466293335,18.7256679534912,18.7645664215088,15,IRAK4,NONE
TRUE,2.72628885377026,2.61943372090657,P26040,P26040,Ezrin,Ezr,NA,16,69.406,13,4,4,5,19.538667678833,19.0709667205811,19.5213661193848,18.4060668945313,19.1025676727295,19.2207679748535,16.9382667541504,16.126766204834,17.2076663970947,15,IRAK4,NONE
TRUE,3.70417149541583,2.85323333740234,P26041,P26041,Moesin,Msn,NA,22,67.766,13,4,4,5,20.26806640625,20.2704677581787,20.2054672241211,19.7576675415039,20.3786678314209,19.4086666107178,17.1595668792725,17.1960678100586,17.8286666870117,15,IRAK4,NONE
TRUE,3.35427138934906,-2.45188395182292,P28033,P28033,CCAAT/enhancer-binding protein beta,Cebpb,NA,2,31.445,10,2,3,5,14.9308671951294,14.8779668807983,NA,15.9747667312622,15.5664672851563,15.783166885376,17.5225677490234,17.3994674682617,17.1468677520752,15,IRAK4,NONE
TRUE,2.19150909285302,-1.5565668741862,P28659,P28659,CUGBP Elav-like family member 1,Celf1,NA,4,52.107,12,4,3,5,16.129467010498,15.3160667419434,15.9720668792725,15.2455673217773,16.6173667907715,14.4861669540405,17.6904678344727,17.1891670227051,17.2076663970947,15,IRAK4,NONE
TRUE,2.50439984839742,1.80456638336182,P29352,P29352,Tyrosine-protein phosphatase non-receptor type 22,Ptpn22,NA,7,89.713,11,4,3,4,16.1129665374756,16.3673667907715,16.4449672698975,16.7203674316406,15.9365673065186,17.0530662536621,14.7187671661377,NA,14.2889671325684,15,IRAK4,NONE
TRUE,1.64136999275981,2.98090012868245,P30658,P30658,Chromobox protein homolog 2,Cbx2,NA,2,54.917,11,4,3,4,13.4103670120239,13.1279668807983,10.9230670928955,13.8076667785645,11.4000673294067,12.9288673400879,9.26326656341553,10.0306673049927,9.22476673126221,15,IRAK4,NONE
TRUE,1.86818214519232,2.12836647033691,P32233,P32233,Developmentally-regulated GTP-binding protein 1,Drg1,NA,9,40.512,12,4,3,5,18.3337669372559,18.6954669952393,18.2896671295166,16.974666595459,19.0022678375244,19.1385669708252,15.5433673858643,16.1721668243408,17.2182674407959,15,IRAK4,NONE
TRUE,4.52684776004218,1.70816612243652,P35922,P35922,Fragile X mental retardation protein 1 homolog,Fmr1,NA,17,68.988,13,4,4,5,20.3244667053223,20.4403667449951,20.3159675598145,20.4197673797607,20.6597671508789,21.1237678527832,18.7923679351807,18.5885677337646,18.575366973877,15,IRAK4,NONE
TRUE,1.47191838197696,-1.86336676279704,P40336,P40336,Vacuolar protein sorting-associated protein 26A,Vps26a,NA,3,38.113,8,2,2,4,13.5825672149658,13.1697673797607,NA,15.1827669143677,NA,15.4646673202515,15.486367225647,14.5139675140381,15.7182674407959,15,IRAK4,NONE
TRUE,2.53995334303451,3.01948308944702,P40694,P40694,DNA-binding protein SMUBP-2,Ighmbp2,NA,4,109.46,12,4,4,4,14.8089666366577,14.7616672515869,15.3561668395996,15.5970668792725,15.0557670593262,15.4004669189453,NA,11.6513671875,12.2608671188354,15,IRAK4,NONE
TRUE,3.20161099806616,1.49799982706705,P41105,P41105,60S ribosomal protein L28,Rpl28,NA,5,15.733,12,4,3,5,24.1715679168701,23.8246669769287,24.0046672821045,23.5823669433594,24.5254669189453,24.1031665802002,22.6762676239014,22.5514678955078,22.279167175293,15,IRAK4,NONE
TRUE,1.62354049892973,-2.13303375244141,P45591,P45591,Cofilin-2,Cfl2,NA,7,18.709,12,4,3,5,18.3218669891357,16.4616661071777,16.7873668670654,19.3478679656982,18.2588672637939,18.7763671875,19.6229667663574,19.0039672851563,19.3430671691895,15,IRAK4,NONE
TRUE,1.56777573225551,-2.15329996744792,P46460,P46460,Vesicle-fusing ATPase,Nsf,NA,10,82.613,12,4,3,5,15.0887670516968,13.7366666793823,15.8946666717529,15.4357671737671,16.8285675048828,16.8584671020508,17.156566619873,17.0415668487549,16.9818668365479,15,IRAK4,NONE
TRUE,3.63463940898353,2.32813358306885,P46737,P46737,Lys-63-specific deubiquitinase BRCC36,Brcc3,NA,4,33.34,11,4,2,5,16.6655673980713,17.0718669891357,16.6047668457031,16.3017673492432,16.5609664916992,NA,14.2740669250488,14.6636667251587,14.4200668334961,15,IRAK4,NONE
TRUE,4.79737289757835,1.42213376363118,P47911,P47911,60S ribosomal protein L6,Rpl6,NA,14,33.509,13,4,4,5,24.0224666595459,23.9482669830322,24.0444679260254,23.8303661346436,24.5042667388916,24.5213680267334,22.4839668273926,22.6400661468506,22.6247673034668,15,IRAK4,NONE
TRUE,2.64743446453099,-1.67493375142415,P47962,P47962,60S ribosomal protein L5,Rpl5,NA,9,34.4,12,4,3,5,19.1735668182373,19.0024662017822,19.787467956543,17.7077674865723,19.65016746521,19.1854667663574,20.9948673248291,20.9346675872803,21.0587673187256,15,IRAK4,NONE
TRUE,2.44451049860174,-2.27433331807454,P49312,P49312,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed",Hnrnpa1,NA,11,34.196,13,4,4,5,17.8717670440674,18.0402660369873,18.9633674621582,17.5222663879395,18.3643665313721,19.2466678619385,20.7140674591064,20.265266418457,20.719066619873,15,IRAK4,NONE
TRUE,3.38053195781816,-2.47073046366374,P51829;P84309,P51829;P84309,Adenylate cyclase type 7;Adenylate cyclase type 5,Adcy7;Adcy5,NA,2,122.71,11,4,2,5,10.8085765838623,10.530966758728,10.8513669967651,NA,11.1494665145874,11.0736665725708,13.6101675033569,12.963267326355,13.0296669006348,15,IRAK4,NONE
TRUE,3.23848815404336,1.85193316141764,P52479,P52479,Ubiquitin carboxyl-terminal hydrolase 10,Usp10,NA,18,87.021,13,4,4,5,19.841667175293,19.5023670196533,19.9951667785645,18.2742671966553,19.8209667205811,19.5530662536621,17.7793674468994,17.8463668823242,18.1576671600342,15,IRAK4,NONE
TRUE,2.36696542365809,3.15183321634928,P54071,P54071,"Isocitrate dehydrogenase [NADP], mitochondrial",Idh2,NA,4,50.906,11,4,2,5,15.4629669189453,15.9798669815063,17.1637668609619,NA,17.0942668914795,15.7215671539307,12.6764669418335,13.3363666534424,13.1382675170898,15,IRAK4,NONE
TRUE,2.43700791525636,-1.81093343098958,P56959,P56959,RNA-binding protein FUS,Fus,NA,7,52.673,13,4,4,5,18.4142665863037,18.9274673461914,19.3859672546387,18.3383674621582,18.4010677337646,19.038667678833,20.5747661590576,20.6818675994873,20.9038677215576,15,IRAK4,NONE
