Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,T:.Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],Valid.values,N:.Valid.values.15.min,N:.Valid.values.30.min,N:.Valid.values.60.min,N:.Valid.values.unstim,15.min.FG.167.neu,15.min.FG.168.neu,15.min.FG.169.neu,15.min.FG.170.neu,30.min.FG171.neu,30.min.FG172.neu,30.min.FG173.neu,30.min.FG174.neu,60.min.FG175.neu,60.min.FG176.neu,60.min.FG177.neu,60.min.FG178.neu,unstim.FG163.neu,unstim.FG164.neu,unstim.FG165.neu,unstim.FG166.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,1.73105884164958,0.616399765014648,A2AGT5,A2AGT5,Cytoskeleton-associated protein 5,Ckap5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,23,225.63,16,4,4,4,4,14.6053686141968,15.2297687530518,14.9857683181763,14.9142684936523,14.7194681167603,14.6300687789917,14.3787689208984,14.9530687332153,15.181568145752,14.4649686813354,14.0711688995361,14.2873687744141,13.7359685897827,14.4614686965942,13.9602689743042,14.058069229126,30,MYD88,IRAK1
TRUE,2.29019760214594,3.77042484283447,A2AI08,A2AI08,Taperin,Tprn,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,15,80.088,16,4,4,4,4,16.6126689910889,17.2629680633545,17.6191692352295,17.1090679168701,15.7869682312012,15.3444681167603,14.6989688873291,15.2389688491821,14.7918682098389,14.2697687149048,14.0731687545776,14.2334690093994,9.14106845855713,11.4656686782837,12.3354692459106,13.0454683303833,30,MYD88,IRAK1
FALSE,0.206809051837526,0.106049776077271,A2AIV2,A2AIV2,Protein virilizer homolog,Kiaa1429,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,201.44,16,4,4,4,4,14.8094682693481,15.0818681716919,15.6834688186646,14.5744686126709,14.2774686813354,14.7697687149048,14.299168586731,14.9136686325073,13.2898683547974,13.2255687713623,12.9842691421509,14.3733692169189,14.2446689605713,14.5166692733765,14.2931690216064,14.7813682556152,30,MYD88,IRAK1
FALSE,0.321466324129131,0.255800008773804,A2AJI0,A2AJI0,MAP7 domain-containing protein 1,Map7d1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,13,93.275,16,4,4,4,4,17.0077686309814,17.2600688934326,17.4404678344727,17.3224678039551,17.2235679626465,17.1678676605225,17.2001686096191,16.9120693206787,17.0957679748535,17.04176902771,17.5172691345215,17.0762691497803,15.9036684036255,17.0394687652588,17.1619682312012,17.3753681182861,30,MYD88,IRAK1
FALSE,0.549311554200277,-0.420725027720134,A2AJK6,A2AJK6,Chromodomain-helicase-DNA-binding protein 7,Chd7,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,334.06,9,4,2,0,3,6.43181896209717,7.31787872314453,8.46625900268555,7.27367877960205,7.82685852050781,NA,NA,7.25728893280029,NA,NA,NA,NA,8.32976913452148,7.71348857879639,7.84513854980469,NA,30,MYD88,IRAK1
FALSE,0.0260383073882738,0.024899959564209,A2AKG8,A2AKG8,Focadhesin,Focad,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,198.95,16,4,4,4,4,15.0618686676025,15.612268447876,15.7111682891846,14.6521682739258,14.0538692474365,13.8468685150146,13.0399684906006,14.4543685913086,13.6816692352295,17.5081691741943,17.5689678192139,17.574369430542,13.6067686080933,13.5935688018799,13.9446687698364,14.1504688262939,30,MYD88,IRAK1
FALSE,0.220055679143154,0.238974809646606,A2AKX3,A2AKX3,Probable helicase senataxin,Setx,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,297.59,16,4,4,4,4,12.7955684661865,12.2497692108154,11.8655691146851,12.3450689315796,12.711968421936,11.4033689498901,12.3917684555054,11.2574691772461,11.4623689651489,11.5058689117432,8.18874835968018,12.2606687545776,11.1416692733765,12.2679691314697,11.901068687439,11.4979686737061,30,MYD88,IRAK1
FALSE,0.282393806055529,-0.322369972864786,A2AL36,A2AL36,Centriolin,Cntrl,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,268.88,14,3,3,4,4,NA,10.0553684234619,12.8269691467285,12.5701684951782,11.4440689086914,11.6196689605713,10.0966091156006,NA,11.7657690048218,10.9225692749023,10.4773683547974,10.7524690628052,10.89026927948,11.831768989563,11.2361688613892,11.5450687408447,30,MYD88,IRAK1
FALSE,0.392204286108597,0.581883033116659,A2ALW5,A2ALW5,DnaJ homolog subfamily C member 25,Dnajc25,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,41.937,15,4,3,4,4,13.421968460083,15.3939685821533,14.0733690261841,14.7177686691284,14.361668586731,13.9627685546875,NA,15.3135681152344,13.9225692749023,14.0951690673828,13.7995691299438,14.260368347168,12.6438684463501,14.7480688095093,14.0707683563232,14.3937692642212,30,MYD88,IRAK1
FALSE,1.64978664489949,0.804799795150757,A2APB8,A2APB8,Targeting protein for Xklp2,Tpx2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,15,85.893,16,4,4,4,4,16.3814678192139,17.0207691192627,17.5879688262939,17.5174694061279,16.9337692260742,16.8909683227539,17.008768081665,17.4991683959961,16.200267791748,16.0933685302734,16.0336685180664,16.2740688323975,15.6601686477661,16.5710678100586,16.2478694915771,16.6343688964844,30,MYD88,IRAK1
FALSE,1.99720525479163,1.07877492904663,A2AQ19,A2AQ19,RNA polymerase-associated protein RTF1 homolog,Rtf1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,80.796,16,4,4,4,4,12.2387685775757,12.1092691421509,13.4901685714722,12.6341686248779,12.0635690689087,12.3414688110352,12.8488683700562,13.0731687545776,12.0906686782837,11.4095687866211,12.0191688537598,11.5465688705444,11.3534688949585,12.0339689254761,11.274468421936,11.3500690460205,30,MYD88,IRAK1
FALSE,0.661480425201417,0.598624706268311,A2AR02,A2AR02,Peptidyl-prolyl cis-trans isomerase G,Ppig,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,88.324,16,4,4,4,4,15.7063684463501,16.3714694976807,16.6108684539795,16.5848693847656,15.9926681518555,16.5185680389404,16.5395679473877,17.0025691986084,15.5264682769775,15.4818687438965,15.1302680969238,15.6330690383911,14.8356685638428,16.1926689147949,16.6300678253174,16.0004692077637,30,MYD88,IRAK1
FALSE,0.436467282953308,1.58519291877747,A2ASS6,A2ASS6,Titin,Ttn,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,3906.4,16,4,4,4,4,8.75086879730225,9.69736862182617,11.1356687545776,9.59750843048096,6.73035907745361,10.69455909729,6.07998943328857,11.983868598938,8.18202877044678,5.59094905853271,5.9484395980835,8.14214897155762,8.14126873016357,8.86268901824951,6.10207843780518,6.04196834564209,30,MYD88,IRAK1
FALSE,0.132035713326615,0.0986504554748535,A2AT37,A2AT37,NA,Upf2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,40,147.55,16,4,4,4,4,18.1124687194824,19.0416679382324,19.048469543457,18.8863677978516,18.6065692901611,18.1809692382813,18.5251693725586,18.8520679473877,18.5329685211182,17.9993686676025,17.9594688415527,18.259069442749,17.7584686279297,18.5782680511475,18.5139694213867,18.9194679260254,30,MYD88,IRAK1
FALSE,0.445902317278782,-0.544649839401245,A2BE28,A2BE28,Ribosomal biogenesis protein LAS1L,Las1l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,89.413,16,4,4,4,4,15.9306688308716,16.9628677368164,17.5086688995361,14.7345685958862,15.3758687973022,15.1709690093994,13.667368888855,15.813868522644,13.8663692474365,14.4566688537598,13.7271690368652,13.6989688873291,15.1221685409546,15.1147689819336,16.3288688659668,15.6408681869507,30,MYD88,IRAK1
FALSE,0.111749526833105,0.0878000259399414,A2RSY6,A2RSY6,TRMT1-like protein,Trmt1l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,19,80.86,16,4,4,4,4,18.0450687408447,18.3287677764893,18.6316680908203,18.2809677124023,17.590368270874,17.7720680236816,17.1963691711426,18.1676692962646,17.9739685058594,17.0375690460205,17.0976676940918,17.390869140625,17.0080680847168,17.9232692718506,17.5733680725098,17.870569229126,30,MYD88,IRAK1
FALSE,0.0196925625402606,0.0246449311574306,A3KFM7,A3KFM7,Chromodomain-helicase-DNA-binding protein 6,Chd6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,305.39,15,4,3,4,4,10.7724685668945,11.1926689147949,11.689868927002,11.5462684631348,11.1884689331055,10.6638584136963,10.483738899231,NA,11.8644685745239,11.3850688934326,9.43081855773926,10.1083688735962,9.82026863098145,11.2150688171387,10.8164691925049,11.1643686294556,30,MYD88,IRAK1
FALSE,0.583415725903532,-0.782158454259237,A6H619,A6H619,PHD and RING finger domain-containing protein 1,Phrf1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,184.08,13,3,3,3,4,13.1064691543579,NA,12.9028692245483,13.1954689025879,11.4704685211182,13.0199689865112,NA,11.9170684814453,NA,11.2255687713623,13.0070686340332,12.6225690841675,12.4417686462402,13.0081691741943,12.1931686401367,14.0288686752319,30,MYD88,IRAK1
FALSE,1.048380954354,1.00115060806274,A6PWY4,A6PWY4,WD repeat-containing protein 76,Wdr76,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,13,69.007,16,4,4,4,4,18.6451683044434,19.2706680297852,19.8149681091309,19.9282684326172,19.9395694732666,19.3297691345215,20.1550693511963,19.8001689910889,18.9158687591553,19.0340690612793,19.3075695037842,19.0805683135986,17.5774688720703,19.2476692199707,18.6682682037354,19.7265682220459,30,MYD88,IRAK1
FALSE,0.102494334446314,-0.150825262069702,A6X919,A6X919,Probable C-mannosyltransferase DPY19L1,Dpy19l1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,84.186,10,4,4,0,2,12.397068977356,11.9843692779541,11.3756685256958,11.9726686477661,11.4559688568115,11.8716688156128,11.0235691070557,11.9513683319092,NA,NA,NA,NA,11.0388689041138,NA,12.4140691757202,NA,30,MYD88,IRAK1
FALSE,0.619075243490757,0.791424989700317,B1AQJ2,B1AQJ2,Ubiquitin carboxyl-terminal hydrolase 36,Usp36,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,13,119.91,16,4,4,4,4,16.5953693389893,16.6334686279297,17.3301677703857,17.0949687957764,16.7780685424805,16.8468685150146,14.879768371582,16.2554683685303,15.156268119812,13.9721689224243,14.7094688415527,15.313268661499,14.2648687362671,15.8083686828613,15.4331684112549,16.0880680084229,30,MYD88,IRAK1
FALSE,0.417816175908423,0.836124897003174,B1ARD6,B1ARD6,NA,Slfn9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,103.99,16,4,4,4,4,12.9294691085815,12.836368560791,12.6064691543579,12.8015689849854,12.4568691253662,11.9174690246582,12.7060689926147,12.1984691619873,12.6190690994263,11.1596689224243,11.4465684890747,12.5959692001343,8.87816905975342,12.3958692550659,12.1949691772461,12.4653692245483,30,MYD88,IRAK1
FALSE,0.498771488695764,0.508074998855591,B1AY10,B1AY10,Transcriptional repressor NF-X1,Nfx1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,28,123.81,16,4,4,4,4,17.1220684051514,17.7469692230225,17.412467956543,17.5247688293457,17.2762680053711,17.5287685394287,18.1070690155029,17.5301685333252,17.5691680908203,16.7761688232422,17.037769317627,16.6515693664551,15.8966684341431,17.2312679290771,17.3407688140869,17.9412689208984,30,MYD88,IRAK1
FALSE,0.10777684139465,0.0886752605438232,B1AZI6,B1AZI6,THO complex subunit 2,Thoc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,26,182.77,16,4,4,4,4,16.2441692352295,16.3935680389404,16.8019676208496,15.94446849823,16.4720687866211,15.822868347168,16.4048690795898,16.8191680908203,15.9504690170288,15.5889682769775,15.3193683624268,15.4256687164307,15.6440687179565,16.5548686981201,16.3525676727295,16.6127681732178,30,MYD88,IRAK1
FALSE,0.92443669018427,0.815925121307373,B2RQC2,B2RQC2,Ubiquitin carboxyl-terminal hydrolase 42,Usp42,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,146.22,16,4,4,4,4,12.7749691009521,13.2038688659668,13.7331686019897,13.1405687332153,12.5071687698364,13.3436689376831,13.8296689987183,12.7243690490723,12.9747686386108,12.8090686798096,12.6568689346313,12.3360691070557,11.543568611145,12.502368927002,12.0004692077637,13.0947685241699,30,MYD88,IRAK1
FALSE,0.782985214037961,0.365525245666504,B2RQC6;Q8C196,B2RQC6,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,Cad,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,65,243.24,16,4,4,4,4,19.085168838501,19.4173679351807,20.0779685974121,19.368968963623,19.1807689666748,19.1681690216064,19.4901695251465,19.3778686523438,19.393367767334,19.1857681274414,18.9292678833008,19.0499687194824,18.4680690765381,19.1605682373047,18.6987686157227,19.42746925354,30,MYD88,IRAK1
FALSE,0.248874174490698,-0.151525020599365,B2RR83,B2RR83,Probable ATP-dependent RNA helicase YTHDC2,Ythdc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,49,161.09,16,4,4,4,4,18.2992687225342,18.4845676422119,18.7355690002441,19.0273685455322,18.5284690856934,18.3139686584473,18.1795692443848,18.265869140625,18.3202686309814,17.889669418335,17.6468677520752,17.6828689575195,17.7819690704346,18.6852684020996,18.5820693969727,18.844669342041,30,MYD88,IRAK1
FALSE,0.00272408831611174,-0.00848007202148438,B2RRD7,B2RRD7,NA,Brpf1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,137.31,16,4,4,4,4,12.6706686019897,13.0597686767578,13.23166847229,12.9682683944702,12.931468963623,12.8624687194824,9.82804870605469,12.3091688156128,11.331768989563,10.7465686798096,11.4278688430786,10.8611688613892,9.78366851806641,12.6427688598633,12.7600688934326,12.7785692214966,30,MYD88,IRAK1
FALSE,1.33164994869359,0.529374599456787,B2RRE7,B2RRE7,OTU domain-containing protein 4,Otud4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,29,123.05,16,4,4,4,4,18.2786693572998,18.4310684204102,18.5117683410645,18.6502685546875,18.9005680084229,18.3560676574707,18.6947689056396,18.8864688873291,18.7950687408447,18.0261688232422,17.7785682678223,18.2307682037354,17.6886692047119,18.4689693450928,18.2885684967041,18.2741680145264,30,MYD88,IRAK1
FALSE,0.345647135881764,0.438999652862549,B2RX14,B2RX14,Terminal uridylyltransferase 4,Zcchc11,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,15,184.65,16,4,4,4,4,13.9875688552856,13.8233690261841,13.6869688034058,14.6150684356689,13.3544683456421,12.9012689590454,14.3177690505981,14.6902685165405,14.3615684509277,14.0724687576294,13.0874691009521,13.2114686965942,12.3305692672729,13.5738687515259,13.7651691436768,13.8381690979004,30,MYD88,IRAK1
FALSE,1.4647839639173,0.445874214172363,B2RY56,B2RY56,RNA-binding protein 25,Rbm25,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,99.551,16,4,4,4,4,16.9405689239502,17.5119686126709,17.8515682220459,17.35546875,17.5665683746338,17.7041683197021,17.7079677581787,18.0843677520752,17.1435680389404,16.9461688995361,17.0021686553955,17.2009677886963,16.9766693115234,17.5094680786133,17.3384685516357,17.4549694061279,30,MYD88,IRAK1
FALSE,0,1.42796516418457,B7ZNG0,B7ZNG0,Kinesin-like protein KIF7,Kif7,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,151.62,8,2,1,3,2,NA,11.5397691726685,NA,11.1727685928345,10.2955389022827,NA,NA,NA,8.99965858459473,11.1277685165405,NA,9.14251899719238,9.18506908416748,8.55007839202881,NA,NA,30,MYD88,IRAK1
FALSE,0.509238349295554,0.70758326848348,B7ZNG4,B7ZNG4,Tastin,Troap,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,71.958,15,4,3,4,4,13.535569190979,13.8204689025879,14.2656688690186,14.6728687286377,13.9977684020996,13.648268699646,NA,11.9836692810059,11.2986688613892,12.9286689758301,12.7157688140869,13.4930686950684,11.8325691223145,12.359468460083,12.5604686737061,13.2567691802979,30,MYD88,IRAK1
FALSE,0.588620333135531,0.707274913787842,B8ZXI1,B8ZXI1,Queuine tRNA-ribosyltransferase subunit QTRTD1,Qtrtd1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,46.288,16,4,4,4,4,10.7477684020996,11.3983688354492,11.249568939209,10.7123689651489,11.3776683807373,11.002368927002,11.2492685317993,11.1144685745239,11.0589685440063,11.0094690322876,11.2023687362671,11.4441690444946,8.91136837005615,10.7285690307617,10.7038688659668,11.5708684921265,30,MYD88,IRAK1
FALSE,1.19725491946879,1.39087462425232,B9EJ86;Q9ER64,B9EJ86,Oxysterol-binding protein,Osbpl8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,101.27,16,4,4,4,4,14.0721683502197,14.5268688201904,14.9449682235718,14.7140684127808,13.5763683319092,12.8462686538696,12.0286684036255,12.4464683532715,11.4858684539795,9.57937908172607,11.4506683349609,12.6365690231323,9.8308687210083,12.0492687225342,11.4869689941406,11.9671688079834,30,MYD88,IRAK1
FALSE,0.728084926935761,0.793699741363525,C0HKD9;C0HKD8,C0HKD9;C0HKD8,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,51.954,16,4,4,4,4,15.9443683624268,17.2271690368652,17.2761688232422,16.0694694519043,16.4840679168701,17.0229682922363,16.1526679992676,16.9485683441162,15.6642684936523,14.1295690536499,15.1204681396484,14.9061689376831,14.6010684967041,16.9786682128906,15.7526683807373,16.1010684967041,30,MYD88,IRAK1
FALSE,0.18903085940749,-0.780075073242188,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP5;Q8BFU2;Q6GSS7;Q8R1M2;Q64523;P27661;Q64522,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP5;Q8BFU2;Q6GSS7;Q8R1M2;Q64523;P27661,Histone H2A type 1-H;Histone H2A type 1-F;Histone H2A type 3;Histone H2A type 2-A;Histone H2A.J;Histone H2A type 2-C;Histone H2AX,Hist1h2ah;Hist1h2af;Hist3h2a;Hist2h2aa1;H2afj;Hist2h2ac;H2afx,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,14.135,16,4,4,4,4,25.3599681854248,23.8214683532715,23.0643692016602,22.934268951416,22.025369644165,22.8909683227539,26.1128692626953,27.3833694458008,24.6086692810059,21.8256683349609,21.4588680267334,26.054069519043,25.6683692932129,26.6765689849854,26.7019691467285,22.485969543457,30,MYD88,IRAK1
FALSE,0,2.2790002822876,C0HKG6;C0HKG5,C0HKG6;C0HKG5,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,29.608,8,3,1,1,3,12.5636692047119,NA,13.8198690414429,12.6889686584473,NA,14.6379690170288,NA,NA,13.0046691894531,NA,NA,NA,11.3629684448242,NA,12.6737689971924,13.040168762207,30,MYD88,IRAK1
FALSE,0.564918071048426,1.39467525482178,CON__ENSEMBL:ENSP00000377550;Q64291,CON__ENSEMBL:ENSP00000377550,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,13,45.771,14,3,4,3,4,NA,17.1839694976807,13.8815689086914,13.3904685974121,17.2147693634033,16.9664688110352,14.8018684387207,15.8644685745239,16.3838691711426,11.4945688247681,NA,15.8532686233521,14.4199686050415,12.4060688018799,15.129768371582,17.3130683898926,30,MYD88,IRAK1
FALSE,0,0.319329579671225,CON__O43790;CON__Q14533,CON__O43790;CON__Q14533,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,15,53.5,7,1,3,2,1,NA,12.8518686294556,NA,NA,9.24165916442871,NA,13.8838691711426,20.0444679260254,10.3339691162109,14.078369140625,NA,NA,NA,NA,NA,14.0706691741943,30,MYD88,IRAK1
FALSE,0.86351373990774,1.05407476425171,CON__P00735;P19221,CON__P00735;P19221,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,2,70.505,16,4,4,4,4,10.1895685195923,10.2668685913086,13.683069229126,10.1127490997314,12.8242683410645,13.6900691986084,12.7668685913086,12.9345684051514,10.9868688583374,11.5274686813354,10.6970691680908,13.3470687866211,11.663969039917,12.7018690109253,10.5323686599731,13.1012687683105,30,MYD88,IRAK1
FALSE,0.159967539324542,0.926149368286133,CON__P00761,CON__P00761,NA,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,+,4,24.409,16,4,4,4,4,24.4154682159424,24.9848690032959,25.1407680511475,25.0962696075439,20.04176902771,25.6661682128906,26.0341682434082,19.4375686645508,24.735668182373,19.2579689025879,19.6880683898926,18.7912693023682,23.1637687683105,25.0568695068359,19.6471691131592,19.6072692871094,30,MYD88,IRAK1
