Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Mol..weight.[kDa],Peptides,Valid.values,Valid.values.15.min,Valid.values.unstim,Myd88.15.min.1.neu,MyD88.15.min.2.neu,MyD88.15.min.3.neu,MyD88.15.min.4.neu,MyD88.unstim.2.neu,MyD88.unstim.3.neu,MyD88.unstim.4.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,1.97589818934351,-2.78449980417887,CON__P02768-1,CON__P02768-1,NA,NA,+,69.366,27,12,4,4,14.4485855102539,14.4970855712891,13.5973863601685,15.670485496521,18.3649864196777,17.296085357666,16.3525848388672,15,MYD88,NONE
TRUE,3.58314335068167,-4.77487484614054,CON__P02769,CON__P02769,NA,NA,+,69.293,47,12,4,4,19.9690856933594,19.3644866943359,18.2210865020752,19.9649848937988,24.5504856109619,23.7751865386963,24.1386852264404,15,MYD88,NONE
TRUE,0.76558444347744,-1.35483360290527,CON__P04259,CON__P04259,NA,NA,+,59.998,64,12,4,4,20.3527851104736,23.7221851348877,22.0049858093262,21.4187850952148,23.513484954834,23.3198852539063,22.8551864624023,15,MYD88,NONE
TRUE,1.26672910454466,-1.53817447026571,CON__P04264,CON__P04264,NA,NA,+,66.017,61,12,4,4,23.282886505127,25.6419849395752,24.179386138916,24.3413848876953,26.411584854126,25.6505851745605,25.6365852355957,15,MYD88,NONE
TRUE,1.83509479523482,-2.50607601801554,CON__P08779;Q9WTL4,CON__P08779,NA,NA,+,51.267,52,12,4,4,20.8301849365234,22.1069850921631,21.5438861846924,21.02858543396,25.277286529541,23.4384860992432,22.9346866607666,15,MYD88,NONE
TRUE,1.93929906390782,-3.24407553672791,CON__P12763,CON__P12763,NA,NA,+,38.418,6,12,4,4,16.2438850402832,17.087085723877,15.8090858459473,15.3707857131958,20.7374858856201,19.5688858032227,17.8089866638184,15,MYD88,NONE
TRUE,1.53833593636585,-1.79844951629639,CON__P13645;CON__Q7Z3Y7;CON__Q2M2I5;CON__P05784;P05784;A6BLY7;CON__Q7Z3Y9;Q9Z320;A1L317,CON__P13645,NA,NA,+,59.51,42,12,4,4,22.8665866851807,25.1320858001709,23.4775848388672,23.8734855651855,26.0215854644775,25.5831851959229,25.302885055542,15,MYD88,NONE
TRUE,1.74356384125547,-2.51292546590169,CON__P13646-1,CON__P13646-1,NA,NA,+,49.586,21,12,4,4,15.9723854064941,16.5567855834961,17.0316848754883,16.6505851745605,18.8444862365723,20.567985534668,17.7848854064941,15,MYD88,NONE
TRUE,1.45879978282338,-1.77775017420451,CON__P13647,CON__P13647,NA,NA,+,62.378,60,12,4,4,19.1064853668213,21.2555866241455,20.1143856048584,20.0064849853516,22.6586856842041,21.7178859710693,21.3188858032227,15,MYD88,NONE
TRUE,2.52788471510259,-1.8455917040507,CON__P15636,CON__P15636,NA,NA,+,68.124,14,12,4,4,24.7106857299805,25.7493858337402,24.6451854705811,25.0421867370605,27.1934852600098,26.941686630249,26.512186050415,15,MYD88,NONE
TRUE,1.56145085810049,-3.21698307991028,CON__P19013,CON__P19013,NA,NA,+,63.91,13,11,4,3,10.9418859481812,12.1209859848022,14.4932861328125,14.4239854812622,16.3364849090576,16.3197860717773,15.9797859191895,15,MYD88,NONE
TRUE,2.15764340712796,-2.75918332735697,CON__P20930,CON__P20930,NA,NA,+,435.16,16,12,4,4,10.2535858154297,9.6832857131958,11.6205863952637,10.4498863220215,14.114086151123,13.207085609436,12.4618864059448,15,MYD88,NONE
TRUE,3.16600581418964,-6.65058326721191,CON__P34955,CON__P34955,NA,NA,+,46.103,9,12,4,4,14.061185836792,14.6553859710693,12.3333854675293,12.8085861206055,21.5180854797363,19.8458862304688,18.9816856384277,15,MYD88,NONE
TRUE,1.66024061378011,-1.76668326059977,CON__P35527,CON__P35527,NA,NA,+,62.129,44,12,4,4,22.7338848114014,24.2555866241455,23.6393852233887,23.5184860229492,26.2257862091064,24.7137851715088,24.9709854125977,15,MYD88,NONE
TRUE,1.69709336881104,-1.83460823694865,CON__P35908;Q6IFZ9,CON__P35908,NA,NA,+,65.865,54,12,4,4,21.0917854309082,23.0701866149902,21.3992862701416,22.2303848266602,23.6056861877441,24.1295852661133,23.6122856140137,15,MYD88,NONE
TRUE,1.03909077427202,-2.71417474746704,CON__P48668,CON__P48668,NA,NA,+,60.024,63,10,4,3,14.4781856536865,17.7123851776123,18.0476856231689,16.358585357666,19.6314849853516,19.0952854156494,NA,15,MYD88,NONE
TRUE,2.21334933426749,-2.80824136734009,CON__Q01546,CON__Q01546,NA,NA,+,65.87,14,12,4,4,9.94808578491211,11.8386859893799,10.1256856918335,10.767186164856,13.3756856918335,14.2567853927612,12.8019857406616,15,MYD88,NONE
TRUE,0.979268208324668,-3.12600859006246,CON__Q04695;CON__Q9D312;Q9D312;CON__Q8N1A0;Q8CCX5,CON__Q04695,NA,NA,+,48.105,45,12,4,4,15.961085319519,19.9638862609863,18.2522850036621,16.0627861022949,23.1555862426758,20.2293853759766,18.6730861663818,15,MYD88,NONE
TRUE,2.22313545380458,-5.0565333366394,CON__Q0IIK2;CON__Q29443,CON__Q0IIK2;CON__Q29443,NA,NA,+,77.738,24,12,4,4,17.4309864044189,17.5589847564697,15.3225860595703,14.6105861663818,22.6202850341797,21.3815860748291,19.86008644104,15,MYD88,NONE
TRUE,2.78061274935799,-3.44764153162638,CON__Q9UE12;CON__Q15323,CON__Q9UE12;CON__Q15323,NA,NA,+,47.237,14,12,4,4,12.12708568573,13.0452861785889,11.5694856643677,12.5553855895996,16.6619853973389,14.9225854873657,15.7312860488892,15,MYD88,NONE
TRUE,2.52050153153611,1.42968289057414,CON__Q28107;O88783,CON__Q28107,NA,NA,+,248.98,12,11,4,3,14.2596855163574,14.2680854797363,13.5850858688354,14.1508855819702,12.7991857528687,12.909086227417,12.2004861831665,15,MYD88,NONE
TRUE,1.27390419443291,1.13530826568604,CON__Q3SX09,CON__Q3SX09,NA,NA,+,22.06,5,11,4,3,18.0625858306885,18.4511852264404,18.1544857025146,18.3251857757568,17.5525856018066,17.7180862426758,16.0684852600098,15,MYD88,NONE
TRUE,1.40664902078527,1.34711623191834,CON__Q3SX14,CON__Q3SX14,NA,NA,+,85.686,12,10,4,4,14.7703857421875,15.5777854919434,14.917085647583,15.1184854507446,13.5267858505249,14.7479858398438,12.9716863632202,15,MYD88,NONE
TRUE,0.894796009243435,-1.55218346913656,CON__Q5D862;Q2VIS4,CON__Q5D862,NA,NA,+,248.07,22,12,4,4,12.6215858459473,14.7353858947754,15.5588855743408,13.998685836792,16.7595863342285,15.5084857940674,15.0743856430054,15,MYD88,NONE
TRUE,0.964456745780703,-1.30892515182495,CON__Q6IME9;Q6IME9;CON__Q14CN4-1,CON__Q6IME9;Q6IME9;CON__Q14CN4-1,"Keratin, type II cytoskeletal 72",Krt72,+,56.75,8,12,4,4,15.126485824585,17.7780857086182,16.107385635376,16.1518859863281,17.9803867340088,17.3090858459473,17.5101852416992,15,MYD88,NONE
TRUE,1.53090123592235,-2.62875843048096,CON__Q6KB66-1;CON__Q0VBK2;Q0VBK2,CON__Q6KB66-1,NA,NA,+,50.525,19,12,4,4,11.2503862380981,14.2595853805542,13.7372856140137,13.8809852600098,16.6516857147217,15.6550855636597,15.4256858825684,15,MYD88,NONE
TRUE,0.927482098173291,-1.26412542661031,CON__Q8N1N4-2;CON__Q7RTT2,CON__Q8N1N4-2;CON__Q7RTT2,NA,NA,+,56.964,24,12,4,4,15.3786859512329,17.9001865386963,17.1903858184814,17.53098487854,18.4582862854004,18.0209865570068,18.3132858276367,15,MYD88,NONE
TRUE,1.08563796770593,-1.80135059356689,CON__Q86YZ3,CON__Q86YZ3,NA,NA,+,282.39,48,12,4,4,14.7454853057861,17.4124851226807,17.7562866210938,16.2022857666016,18.7436866760254,18.3160858154297,17.9316864013672,15,MYD88,NONE
TRUE,1.13692606777634,-1.4932914574941,CON__Q9TRI1,CON__Q9TRI1,NA,NA,+,106.19,3,11,4,3,11.6454858779907,12.8272857666016,11.2134857177734,13.4519863128662,13.5989856719971,14.3504858016968,13.3840856552124,15,MYD88,NONE
TRUE,2.8514203107214,-1.72039151191711,D2EAC2,D2EAC2,Zinc finger BED domain-containing protein 6,Zbed6,NA,109.15,5,11,4,3,12.3654861450195,13.2154855728149,13.078085899353,13.1447858810425,14.3975858688354,14.9596853256226,14.6567859649658,15,MYD88,NONE
TRUE,1.29306568916532,-1.11164164543152,D3YXK1,D3YXK1,Atherin,Samd1,NA,54.532,4,12,4,4,14.909686088562,15.3341856002808,14.3230857849121,13.7306852340698,15.8007860183716,15.3664855957031,15.8908853530884,15,MYD88,NONE
TRUE,3.01359750300038,-1.73172473907471,D3YXK2,D3YXK2,Scaffold attachment factor B1,Safb,NA,105.1,14,12,4,4,15.3093852996826,15.9737854003906,16.138786315918,15.5126857757568,17.6617851257324,17.2468852996826,17.4874858856201,15,MYD88,NONE
TRUE,2.24380530712745,-1.68172454833984,E9PVX6,E9PVX6,NA,Mki67,NA,350.86,86,12,4,4,17.5228862762451,18.1095867156982,17.1001853942871,17.633186340332,19.6194858551025,19.5672855377197,18.6327857971191,15,MYD88,NONE
TRUE,1.79599041681027,-1.4722916285197,E9PYI1,E9PYI1,NA,Zfp568,NA,77.116,4,10,4,3,14.4739856719971,15.4593858718872,15.1021852493286,14.3846855163574,16.8401851654053,16.4371852874756,15.704686164856,15,MYD88,NONE
TRUE,3.41276205102447,-1.08340851465861,E9PZJ8,E9PZJ8,Activating signal cointegrator 1 complex subunit 3,Ascc3,NA,250.55,41,12,4,4,16.5633850097656,16.6400852203369,16.4011859893799,16.3073863983154,17.7516860961914,17.5634860992432,17.3690853118896,15,MYD88,NONE
TRUE,2.81863397313907,-1.43426616986593,E9PZM4,E9PZM4,Chromodomain-helicase-DNA-binding protein 2,Chd2,NA,210.8,11,12,4,4,13.5930862426758,13.9691858291626,13.3720855712891,13.3127861022949,15.2405853271484,15.0909852981567,14.6565856933594,15,MYD88,NONE
TRUE,0.98731772495932,-1.83725833892822,E9Q286,E9Q286,Little elongation complex subunit 1,Ice1,NA,242.25,5,11,4,3,13.1317863464355,13.7524852752686,11.1041860580444,10.8289861679077,14.5992860794067,14.2448854446411,13.280686378479,15,MYD88,NONE
TRUE,1.06866701035754,-2.88074127833049,E9Q557,E9Q557,Desmoplakin,Dsp,NA,332.91,97,12,4,4,11.9004859924316,15.6569852828979,15.2392854690552,16.6460857391357,19.0927848815918,17.2568855285645,16.8746852874756,15,MYD88,NONE
TRUE,3.20557668744763,-1.85798303286234,E9Q5F9,E9Q5F9,Histone-lysine N-methyltransferase SETD2,Setd2,NA,285.66,9,11,4,3,12.4022855758667,12.5945863723755,12.642186164856,12.7078857421875,14.8229856491089,14.6052856445313,13.9058856964111,15,MYD88,NONE
TRUE,2.3729026272254,-1.54286638895671,E9Q5G3,E9Q5G3,Kinesin-like protein KIF23,Kif23,NA,108.77,32,12,4,4,18.2217864990234,18.7322864532471,17.6695861816406,17.9398860931396,19.8176860809326,19.9189853668213,19.3145866394043,15,MYD88,NONE
TRUE,1.69899484182472,-2.21263297398885,E9Q5K9,E9Q5K9,YTH domain-containing protein 1,Ythdc1,NA,85.648,3,11,4,3,16.4200859069824,17.4038848876953,15.1025857925415,15.5829858779907,18.5674858093262,18.7585849761963,17.6939849853516,15,MYD88,NONE
TRUE,1.8923540234057,-1.78715840975444,E9Q784,E9Q784,NA,Zc3h13,NA,203.75,20,12,4,4,15.47678565979,16.9130859375,15.7207860946655,15.9639854431152,18.3618850708008,17.8889865875244,17.1665859222412,15,MYD88,NONE
TRUE,2.4705473672236,-1.76342503229777,E9Q7F2,E9Q7F2,E3 ubiquitin-protein ligase RNF169,Rnf169,NA,75.795,5,11,4,3,13.2367858886719,13.923285484314,13.5435857772827,12.8761863708496,15.4314861297607,15.3875856399536,14.6560859680176,15,MYD88,NONE
TRUE,2.55292847057901,-1.74190855026245,E9Q7G0,E9Q7G0,NA,Numa1,NA,235.63,51,12,4,4,16.2073860168457,16.9728851318359,16.0832862854004,16.1820850372314,18.4455852508545,18.2395858764648,17.6247863769531,15,MYD88,NONE
TRUE,3.80437302293953,-1.63876724243164,E9Q8D0,E9Q8D0,NA,Dnajc21,NA,61.734,6,12,4,4,16.592586517334,16.8147850036621,16.4550857543945,16.499885559082,18.2553863525391,18.4848861694336,17.9477863311768,15,MYD88,NONE
TRUE,0.931251388516348,-1.75936651229858,E9Q8T2,E9Q8T2,NA,Prdm15,NA,132.87,2,11,4,3,12.6709861755371,10.1112861633301,9.86048603057861,12.182785987854,12.0328855514526,13.3992862701416,13.4650859832764,15,MYD88,NONE
TRUE,1.15432189665927,-3.82174587249756,E9QAG8;Q8BZW4,E9QAG8,Zinc finger protein 431,Znf431,NA,61.28,3,12,4,4,8.64276599884033,13.5236864089966,8.77845573425293,13.1313858032227,15.4165859222412,15.5126857757568,13.593186378479,15,MYD88,NONE
TRUE,2.92344940437826,-1.62818304697673,E9QAM5,E9QAM5,Helicase with zinc finger domain 2,Helz2,NA,331.56,61,12,4,4,16.7695865631104,17.4197864532471,16.7381858825684,16.6701850891113,18.7423858642578,18.6261863708496,18.2142848968506,15,MYD88,NONE
TRUE,1.14894034593855,-1.07614970207214,E9QAT4,E9QAT4,NA,Sec16a,NA,254.2,4,11,4,3,13.3415861129761,13.3738861083984,12.2598857879639,12.1159858703613,13.9589853286743,14.2946853637695,13.2932863235474,15,MYD88,NONE
TRUE,2.49716773956781,-1.24218352635702,F7BJB9,F7BJB9,NA,Morc3,NA,106.52,2,10,4,3,11.337685585022,10.8433856964111,10.4647855758667,10.6490859985352,11.9053859710693,12.2081861495972,12.0841856002808,15,MYD88,NONE
TRUE,1.60513439523649,-1.53399999936422,G3X9G7,G3X9G7,Zinc finger protein 809,Zfp809,NA,46.942,5,12,4,4,14.4215860366821,15.332085609436,14.7749853134155,13.8508853912354,16.2293853759766,16.7239856719971,15.4332857131958,15,MYD88,NONE
TRUE,3.48734453607235,1.02836688359578,G3X9J0,G3X9J0,NA,Sipa1l3,NA,195.06,37,11,4,3,17.2873859405518,17.5175857543945,17.2085857391357,17.397985458374,16.4408855438232,16.1176853179932,16.4149856567383,15,MYD88,NONE
TRUE,1.71262253727023,-2.18978293736776,G3XA57,G3XA57,Rab11 family-interacting protein 2,Rab11fip2,NA,58.206,2,10,4,3,13.1536855697632,12.9329862594604,11.7564859390259,12.0313863754272,15.631685256958,14.7899856567383,13.5535860061646,15,MYD88,NONE
TRUE,2.11333499547842,-1.45216615994771,G5E869,G5E869,NA,Zfp142,NA,206.23,4,11,4,3,12.2756862640381,12.9593858718872,11.7089862823486,12.2094860076904,14.0905857086182,13.5469856262207,13.5840854644775,15,MYD88,NONE
