Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Peptides,Mol..weight.[kDa],Valid.values,Valid.values.30.min,Valid.values.unstim,30.min_1.neu,30.min_2.neu,30.min_3.neu,30.min_4.neu,unstim_1.neu,unstim_2.neu,unstim_3.neu,unstim_4.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,1.8558518609195,-1.01482550303141,A2AN08,A2AN08,E3 ubiquitin-protein ligase UBR4,Ubr4,NA,66,572.28,7,3,4,NA,10.7267999649048,10.8496999740601,10.8772001266479,11.2357006072998,11.9245004653931,11.8227005004883,12.3480005264282,30,MYD88,NONE
FALSE,1.02885543551507,0.484424591064453,A2APB8,A2APB8,Targeting protein for Xklp2,Tpx2,NA,19,85.893,8,4,4,17.2633991241455,16.801399230957,17.7469997406006,17.7092990875244,17.1315994262695,16.7357006072998,16.9897994995117,16.7262992858887,30,MYD88,NONE
TRUE,1.51568340828536,1.32592511177063,A2AQ19,A2AQ19,RNA polymerase-associated protein RTF1 homolog,Rtf1,NA,13,80.796,7,3,4,14.0472002029419,14.0957002639771,15.4479999542236,NA,13.3280000686646,13.1410999298096,12.7259998321533,13.6224002838135,30,MYD88,NONE
FALSE,0.54164828503116,0.738582928975424,A2AR02,A2AR02,Peptidyl-prolyl cis-trans isomerase G,Ppig,NA,5,88.324,7,4,3,14.7903003692627,16.9575996398926,16.9734992980957,16.4051990509033,15.2662000656128,15.6124000549316,15.750599861145,NA,30,MYD88,NONE
FALSE,0.168579487512985,-0.198909759521484,A2ASS6,A2ASS6,Titin,Ttn,NA,11,3906.4,8,4,4,8.91820049285889,8.92510986328125,9.82308006286621,10.1725006103516,9.51560974121094,10.5195999145508,8.93735027313232,9.6619701385498,30,MYD88,NONE
FALSE,0.713739470288031,0.595969835917155,A2AWL7,A2AWL7,MAX gene-associated protein,Mga,NA,4,328.8,6,3,3,7.06552028656006,7.27519989013672,NA,6.34704971313477,NA,6.78964996337891,5.91395950317383,6.19625091552734,30,MYD88,NONE
FALSE,0.00281836229536487,0.0032501220703125,A2BE28,A2BE28,Ribosomal biogenesis protein LAS1L,Las1l,NA,17,89.413,8,4,4,16.7626991271973,16.2429008483887,17.290599822998,15.8066997528076,16.4846000671387,16.3843994140625,16.1100006103516,17.1108989715576,30,MYD88,NONE
FALSE,0.427108309283268,0.287674824396769,A2CG49,A2CG49,Kalirin,Kalrn,NA,5,337,7,3,4,12.7463998794556,12.3144998550415,NA,11.5826005935669,12.0104999542236,11.7371006011963,12.0260000228882,11.9337005615234,30,MYD88,NONE
FALSE,2.66443258903714,0.828150272369385,A2RSY6,A2RSY6,TRMT1-like protein,Trmt1l,NA,19,80.86,8,4,4,18.6056003570557,18.4745998382568,18.8638000488281,18.4011001586914,17.902099609375,17.964599609375,17.403600692749,17.7621994018555,30,MYD88,NONE
FALSE,0.723037710428462,0.48247504234314,A3KFM7,A3KFM7,Chromodomain-helicase-DNA-binding protein 6,Chd6,NA,7,305.39,8,4,4,11.7270002365112,11.478099822998,11.8726005554199,12.1414003372192,11.5425004959106,11.4674005508423,10.4660997390747,11.8131999969482,30,MYD88,NONE
FALSE,0.342250952281661,0.361825227737427,A6H619,A6H619,PHD and RING finger domain-containing protein 1,Phrf1,NA,4,184.08,8,4,4,14.2181997299194,15.0255002975464,16.2485008239746,14.9328002929688,15.0406999588013,14.5120000839233,14.4069004058838,15.0180997848511,30,MYD88,NONE
TRUE,2.48202984825166,2.23137521743774,A6PWY4,A6PWY4,WD repeat-containing protein 76,Wdr76,NA,6,69.007,8,4,4,16.2985000610352,17.3076000213623,16.9547004699707,16.3696002960205,14.2767000198364,13.9364004135132,14.0854997634888,15.7062997817993,30,MYD88,NONE
FALSE,0.786732544185915,0.476449728012085,B1AQJ2,B1AQJ2,Ubiquitin carboxyl-terminal hydrolase 36,Usp36,NA,15,119.91,8,4,4,15.874400138855,15.7781000137329,16.3677997589111,16.2563991546631,15.4194002151489,15.9846000671387,14.923999786377,16.0429000854492,30,MYD88,NONE
FALSE,1.14148758698187,0.849600156148275,B1ARD6,B1ARD6,NA,Slfn9,NA,12,103.99,6,3,3,11.6015996932983,10.8415002822876,12.0213003158569,NA,10.7243003845215,NA,10.6619997024536,10.5292997360229,30,MYD88,NONE
TRUE,2.09910560931227,1.18125009536743,B1AY10,B1AY10,Transcriptional repressor NF-X1,Nfx1,NA,22,123.81,8,4,4,17.6539993286133,17.82200050354,17.9783000946045,16.69580078125,16.456600189209,16.3400001525879,16.1042003631592,16.524299621582,30,MYD88,NONE
TRUE,4.0216762202966,2.9273247718811,B1AY13,B1AY13,Ubiquitin carboxyl-terminal hydrolase 24,Usp24,NA,14,294,8,4,4,14.0931997299194,14.353099822998,15.194299697876,15.3631000518799,11.9618997573853,11.7524003982544,11.6556997299194,11.9244003295898,30,MYD88,NONE
FALSE,0.942591831852846,0.498374938964844,B1AZI6,B1AZI6,THO complex subunit 2,Thoc2,NA,25,182.77,8,4,4,16.9284000396729,17.1712989807129,17.0445003509521,16.2143993377686,16.3038997650146,16.3449993133545,15.9580001831055,16.7581996917725,30,MYD88,NONE
TRUE,1.79715825758011,2.0548996925354,B2RQC6,B2RQC6,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,Cad,NA,72,243.24,8,4,4,19.9267997741699,21.8360996246338,19.3794994354248,21.3589992523193,18.0690994262695,18.4652996063232,18.6508007049561,19.0965995788574,30,MYD88,NONE
FALSE,0.733317034178628,0.400899887084961,B2RR83,B2RR83,Probable ATP-dependent RNA helicase YTHDC2,Ythdc2,NA,37,161.09,8,4,4,18.8677005767822,18.9484996795654,19.3113994598389,18.1791000366211,18.3225002288818,18.3999996185303,18.1996002197266,18.7810001373291,30,MYD88,NONE
FALSE,1.09932346463439,0.499749660491943,B2RRE7,B2RRE7,OTU domain-containing protein 4,Otud4,NA,24,123.05,8,4,4,18.7220993041992,19.1488990783691,19.1319007873535,18.411600112915,18.2947998046875,18.5615005493164,17.9337005615234,18.6254997253418,30,MYD88,NONE
FALSE,1.6984168248439,0.564216693242392,B2RX14,B2RX14,Terminal uridylyltransferase 4,Zcchc11,NA,7,184.65,7,4,3,13.0359001159668,13.1978998184204,13.3514003753662,12.956600189209,12.2599000930786,12.6861000061035,12.7677001953125,NA,30,MYD88,NONE
TRUE,2.49527124388306,1.93287491798401,B2RXR6,B2RXR6,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,Ankrd44,NA,13,107.38,8,4,4,14.6744003295898,14.3723001480103,14.3781003952026,13.0911998748779,12.1077003479004,12.7810001373291,11.8297004699707,12.0661001205444,30,MYD88,NONE
FALSE,1.52646049332803,1.0490250587463399,B2RY56,B2RY56,RNA-binding protein 25,Rbm25,NA,13,99.551,8,4,4,17.9186000823975,17.3908996582031,18.3437004089355,16.9598999023438,16.6651000976563,16.6424999237061,16.0370006561279,17.0723991394043,30,MYD88,NONE
FALSE,0,NA,B7ZMP1,B7ZMP1,Probable Xaa-Pro aminopeptidase 3,Xpnpep3,NA,5,56.677,3,3,0,15.5025997161865,16.0874004364014,16.4641990661621,NA,NA,NA,NA,NA,30,MYD88,NONE
TRUE,1.81915672392465,1.32007479667664,B7ZNG4,B7ZNG4,Tastin,Troap,NA,7,71.958,8,4,4,15.7468996047974,15.9351997375488,15.6324996948242,15.4059000015259,15.0984001159668,13.3229999542236,14.3747997283936,14.6440000534058,30,MYD88,NONE
TRUE,2.12388014618088,2.00935029983521,B9EJ86,B9EJ86,Oxysterol-binding protein,Osbpl8,NA,17,101.27,8,4,4,16.7735004425049,18.1977005004883,18.6977996826172,17.1445999145508,16.3428993225098,15.2021999359131,15.5250997543335,15.706000328064,30,MYD88,NONE
FALSE,1.02928120008167,0.77317476272583,C0HKD9;C0HKD8,C0HKD9;C0HKD8,NA,NA,NA,7,51.954,8,4,4,17.3703994750977,17.6506004333496,17.9190998077393,17.1401996612549,16.7728004455566,17.3565006256104,15.7616996765137,17.0965995788574,30,MYD88,NONE
FALSE,0.948041892727922,0.397700309753418,Q8CGP5;Q8BFU2;Q8CGP6;C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8R1M2;Q8CGP7;Q6GSS7;Q64523,Q8CGP5;Q8BFU2;Q8CGP6;C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8R1M2;Q8CGP7;Q6GSS7;Q64523,Histone H2A type 1-F;Histone H2A type 3;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 2-A;Histone H2A type 2-C,Hist1h2af;Hist3h2a;Hist1h2ah;H2afj;Hist1h2ak;Hist2h2aa1;Hist2h2ac,NA,10,14.161,8,4,4,26.8488998413086,27.1800003051758,26.6417999267578,26.5746002197266,26.2036991119385,26.7269992828369,26.06130027771,26.6625003814697,30,MYD88,NONE
FALSE,1.96568555635893,0.978641589482626,CON__ENSEMBL:ENSBTAP00000007350;CON__P01030,CON__ENSEMBL:ENSBTAP00000007350;CON__P01030,NA,NA,+,4,192.99,7,3,4,13.532600402832,13.1588001251221,13.1827001571655,NA,12.6806001663208,11.7911005020142,12.4861001968384,12.2931003570557,30,MYD88,NONE
TRUE,2.19588467771876,2.16367506980896,CON__ENSEMBL:ENSBTAP00000031360,CON__ENSEMBL:ENSBTAP00000031360,NA,NA,+,1,54.678,6,4,2,13.3329000473022,12.5783004760742,13.2653999328613,12.3628997802734,NA,11.0371999740601,NA,10.4052000045776,30,MYD88,NONE
TRUE,1.8349694227342,1.42184996604919,CON__P01966,CON__P01966,NA,NA,+,2,15.184,6,2,4,16.1240997314453,16.2702007293701,NA,NA,15.3597002029419,14.4028005599976,14.9163999557495,14.4223003387451,30,MYD88,NONE
FALSE,0.645013280808039,0.975274562835693,CON__P02533;Q6IFX2;CON__Q6IFX2;CON__Q61782,CON__P02533,NA,NA,+,27,51.621,8,4,4,20.7943992614746,20.5317993164063,22.92919921875,21.5622997283936,20.513599395752,21.00830078125,19.1082992553711,21.2863998413086,30,MYD88,NONE
FALSE,0,-1.19169966379801,P02535;CON__P02535-1,P02535;CON__P02535-1,"Keratin, type I cytoskeletal 10",Krt10,+,11,57.769,4,3,1,16.5214004516602,NA,13.8968000411987,15.0785999298096,NA,16.3572998046875,NA,NA,30,MYD88,NONE
FALSE,0.730759471769909,1.42117500305176,CON__P02538;CON__H-INV:HIT000292931;Q99M73;CON__H-INV:HIT000016045,CON__P02538,NA,NA,+,32,60.044,8,4,4,15.828800201416,16.3206996917725,18.7731990814209,17.3689994812012,17.1233997344971,15.1868000030518,13.9477996826172,16.3489990234375,30,MYD88,NONE
FALSE,0.20791478643049,-1.15953254699707,CON__P02768-1,CON__P02768-1,NA,NA,+,20,69.366,8,4,4,13.8295001983643,9.94777011871338,13.9057998657227,16.7285003662109,13.8144998550415,13.2080001831055,12.1916999816895,19.8355007171631,30,MYD88,NONE
FALSE,1.12322721805125,0.9003005027771,CON__P02769,CON__P02769,NA,NA,+,43,69.293,8,4,4,19.7528991699219,18.87380027771,19.4853000640869,18.7203006744385,18.6441993713379,18.2929000854492,17.3661994934082,18.9277992248535,30,MYD88,NONE
FALSE,0.672725482332884,1.22482490539551,CON__P04259,CON__P04259,NA,NA,+,32,59.998,8,4,4,18.6714992523193,19.2994995117188,22.0890007019043,20.0608997344971,19.4353008270264,19.1336994171143,17.4132995605469,19.2392997741699,30,MYD88,NONE
FALSE,1.0427187452883,1.05297470092773,CON__P04264,CON__P04264,NA,NA,+,39,66.017,8,4,4,25.6371994018555,25.6464004516602,26.7823009490967,26.6390991210938,25.2033004760742,25.3729000091553,23.9575004577637,25.959400177002,30,MYD88,NONE
TRUE,3.30899504555467,3.05712485313416,CON__P06868,CON__P06868,NA,NA,+,4,91.215,8,4,4,14.9745998382568,15.2486000061035,15.8794994354248,13.8854999542236,11.4956998825073,12.0808000564575,12.286600112915,11.8965997695923,30,MYD88,NONE
FALSE,0.668388370268665,1.19412469863892,CON__P08779;Q9Z2K1;CON__Q9Z2K1;CON__Q3ZAW8,CON__P08779,NA,NA,+,21,51.267,8,4,4,17.843599319458,18.2752990722656,21.0555000305176,18.8425006866455,17.9773998260498,18.7504005432129,16.466100692749,18.0464992523193,30,MYD88,NONE
FALSE,0.00680350811307856,-0.0247499942779541,CON__P12035,CON__P12035,NA,NA,+,18,64.503,8,4,4,14.1490001678467,13.9976997375488,14.9216003417969,14.5770998001099,17.130199432373,13.0404005050659,11.8832998275757,15.6905002593994,30,MYD88,NONE
TRUE,1.77405333030192,1.40639972686768,CON__P13645;CON__Q7Z3Y8;CON__Q148H6;CON__Q7Z3Z0,CON__P13645,NA,NA,+,32,59.51,8,4,4,26.0105991363525,25.2971992492676,26.3166999816895,26.5480003356934,25.0984992980957,24.896900177002,23.6522006988525,24.899299621582,30,MYD88,NONE
FALSE,0.377362597000991,-1.65879988670349,CON__P13646-1,CON__P13646-1,NA,NA,+,17,49.586,7,4,3,12.3413000106812,17.972900390625,16.3071002960205,17.6203002929688,18.6156005859375,15.1140003204346,NA,19.42799949646,30,MYD88,NONE
FALSE,1.17489611404834,1.22417497634888,CON__P13647,CON__P13647,NA,NA,+,33,62.378,8,4,4,21.5736999511719,21.2451000213623,22.9367008209229,22.0877990722656,20.9351005554199,21.1224002838135,19.5466995239258,21.342399597168,30,MYD88,NONE
FALSE,2.22906610196394,0.553599834442139,CON__P15636,CON__P15636,NA,NA,+,15,68.124,8,4,4,25.381799697876,25.6963996887207,25.6618995666504,25.3535003662109,25.1250991821289,24.8383007049561,24.7679996490479,25.1478004455566,30,MYD88,NONE
FALSE,0.172208566182115,1.07362421353658,CON__P19013,CON__P19013,NA,NA,+,13,63.91,7,3,4,NA,17.3449993133545,15.3486995697021,17.5856990814209,18.0750007629395,13.0034999847412,11.7596998214722,19.9064998626709,30,MYD88,NONE
TRUE,1.42405394202327,1.92771983146667,CON__P20930,CON__P20930,NA,NA,+,6,435.16,8,4,4,11.8042001724243,10.7121000289917,11.8214998245239,10.0523099899292,8.1400899887085,10.157600402832,8.18720054626465,10.1943397521973,30,MYD88,NONE
FALSE,0.681109092948207,0.885049819946289,CON__P35527,CON__P35527,NA,NA,+,27,62.129,8,4,4,24.2956008911133,24.7064990997314,26.199499130249,25.8563003540039,23.8493003845215,24.8267993927002,23.4792003631592,25.3624000549316,30,MYD88,NONE
TRUE,1.88123661879836,1.46192502975464,CON__P35908;Q6IFZ9;CON__REFSEQ:XP_932229,CON__P35908,NA,NA,+,45,65.865,8,4,4,24.8698997497559,24.7964992523193,25.7539005279541,25.8320007324219,23.9874000549316,24.1734008789063,22.9277992248535,24.3159999847412,30,MYD88,NONE
TRUE,1.85505559441301,1.55097532272339,CON__P35908v2,CON__P35908v2,NA,NA,+,45,65.432,8,4,4,18.3397998809814,17.6811008453369,17.1802997589111,17.5841999053955,17.0158996582031,16.3894996643066,15.1873998641968,15.9886999130249,30,MYD88,NONE
FALSE,0.325584406306053,0.739450216293335,CON__P48668,CON__P48668,NA,NA,+,32,60.024,8,4,4,15.9752998352051,16.4626998901367,19.5620002746582,17.7327003479004,17.2744998931885,17.2786998748779,15.0803995132446,17.141300201416,30,MYD88,NONE
FALSE,0.169749028895068,0.591366767883301,CON__Q01546,CON__Q01546,NA,NA,+,15,65.87,6,3,3,13.4148998260498,NA,14.4091005325317,13.3229999542236,15.2237997055054,13.3107004165649,10.838399887085,NA,30,MYD88,NONE
FALSE,0.285607181809665,0.69432520866394,CON__Q04695;Q99PS0;CON__Q99PS0,CON__Q04695,NA,NA,+,18,48.105,8,4,4,14.0604000091553,14.9200000762939,18.3467998504639,16.4279003143311,15.2972002029419,16.2794990539551,14.7630996704102,14.6380004882813,30,MYD88,NONE
TRUE,3.4034511986983498,1.57975029945374,CON__Q1RMK2,CON__Q1RMK2,NA,NA,+,10,65.056,8,4,4,18.0692005157471,18.1298999786377,18.3962993621826,18.0531997680664,16.6791000366211,16.8370990753174,16.8444995880127,15.9688997268677,30,MYD88,NONE
TRUE,1.88228537150938,1.21152472496033,CON__Q28107,CON__Q28107,NA,NA,+,12,248.98,8,4,4,16.1171989440918,15.5929002761841,15.9513998031616,14.7643003463745,14.7774000167847,13.958399772644,14.5345001220703,14.3094005584717,30,MYD88,NONE
FALSE,0,1.39964962005615,CON__Q2UVX4,CON__Q2UVX4,NA,NA,+,8,187.37,5,4,1,10.9483003616333,10.9812002182007,13.0369005203247,11.4541997909546,NA,10.2055006027222,NA,NA,30,MYD88,NONE
TRUE,1.29379052850282,1.45145034790039,CON__Q32MB2,CON__Q32MB2,NA,NA,+,6,58.923,8,4,4,18.9234008789063,18.7509994506836,20.6686000823975,19.6173000335693,18.2614994049072,18.3108005523682,16.8566989898682,18.7255001068115,30,MYD88,NONE
FALSE,0,NA,CON__Q3KNV1;CON__P08729,CON__Q3KNV1;CON__P08729,NA,NA,+,6,51.385,3,3,0,NA,13.5910005569458,15.9476003646851,14.2996006011963,NA,NA,NA,NA,30,MYD88,NONE
TRUE,3.62340523898521,3.10080075263977,CON__Q3SX14,CON__Q3SX14,NA,NA,+,20,85.686,8,4,4,19.357400894165,18.9071006774902,19.7003002166748,18.6658000946045,16.9584999084473,16.0399990081787,15.7934999465942,15.4354000091553,30,MYD88,NONE
TRUE,2.44257414011833,1.2598762512207,CON__Q3ZBS7;P29788,CON__Q3ZBS7,NA,NA,+,5,54.099,8,4,4,17.6634006500244,17.7644004821777,17.9332008361816,16.7660007476807,16.4734001159668,16.096399307251,16.2815990447998,16.2360992431641,30,MYD88,NONE
TRUE,2.63619165769603,1.77812457084656,CON__Q5D862;Q2VIS4,CON__Q5D862,NA,NA,+,8,248.07,8,4,4,15.8814001083374,14.8733997344971,15.8450002670288,15.9763994216919,14.0594005584717,14.0813999176025,13.1548004150391,14.1681003570557,30,MYD88,NONE
FALSE,0.132941694643657,-0.573282718658447,CON__Q6KB66-1;Q0VBK2;CON__Q0VBK2,CON__Q6KB66-1,NA,NA,+,3,50.525,8,4,4,15.5212001800537,9.49736976623535,16.5307998657227,13.0385999679565,14.0072002410889,14.6757001876831,13.1026000976563,15.0956001281738,30,MYD88,NONE
FALSE,1.18835372109216,1.12627458572388,CON__Q8N1N4-2;CON__Q7RTT2,CON__Q8N1N4-2;CON__Q7RTT2,NA,NA,+,14,56.964,8,4,4,19.3334999084473,18.0156993865967,19.4967994689941,19.1103000640869,18.1298007965088,18.1256999969482,16.7705993652344,18.4251003265381,30,MYD88,NONE
TRUE,1.52465172538114,1.77647519111633,CON__Q7Z794,CON__Q7Z794,NA,NA,+,19,61.802,8,4,4,18.4745998382568,16.6026000976563,18.4745006561279,17.5238990783691,16.4079990386963,15.9266996383667,14.8008003234863,16.8341999053955,30,MYD88,NONE
FALSE,0.700058265602726,0.875550031661987,CON__Q86YZ3,CON__Q86YZ3,NA,NA,+,17,282.39,8,4,4,16.523099899292,16.1208000183105,17.9587001800537,16.38330078125,15.2649002075195,16.4680004119873,14.9644002914429,16.7863998413086,30,MYD88,NONE
TRUE,1.65699854086132,1.55842471122742,CON__Q9C075,CON__Q9C075,NA,NA,+,4,48.131,6,2,4,NA,NA,13.6073999404907,14.638500213623,12.7101001739502,12.7588005065918,11.9877004623413,12.8015003204346,30,MYD88,NONE
FALSE,0.482565430318916,0.309075355529785,CON__Q9U6Y5,CON__Q9U6Y5,NA,NA,+,7,28.106,8,4,4,22.2283000946045,22.0209007263184,22.9356994628906,21.7304000854492,22.3297004699707,21.7751998901367,21.8120994567871,21.761999130249,30,MYD88,NONE
FALSE,1.40883250186579,0.853850126266479,D3YXK1,D3YXK1,Atherin,Samd1,NA,3,54.532,8,4,4,14.3617000579834,15.0648002624512,13.699800491333,14.8233003616333,13.4839000701904,13.9491004943848,13.3992004394531,13.7019996643066,30,MYD88,NONE
FALSE,0.59476880733726,0.554299831390381,D3YXK2,D3YXK2,Scaffold attachment factor B1,Safb,NA,12,105.1,8,4,4,16.7344989776611,16.8705005645752,17.659200668335,15.737099647522,16.5930004119873,16.0447998046875,15.7253999710083,16.4209003448486,30,MYD88,NONE
FALSE,0,NA,E2JF22,E2JF22,Piezo-type mechanosensitive ion channel component 1,Piezo1,NA,3,292,3,0,3,NA,NA,NA,NA,10.8362998962402,11.1117000579834,10.9764003753662,NA,30,MYD88,NONE
FALSE,0.165427910295619,0.226624965667725,E9PVA8,E9PVA8,NA,Gcn1l1,NA,76,293.02,8,4,4,11.8625001907349,12.4300003051758,13.3467998504639,11.3241996765137,12.0886001586914,12.6503000259399,11.1837997436523,12.1343002319336,30,MYD88,NONE
FALSE,1.38946107369371,0.450799942016602,E9PVX6,E9PVX6,NA,Mki67,NA,69,350.86,8,4,4,17.5305995941162,17.6411991119385,18.029899597168,17.4668006896973,17.1984996795654,17.2877998352051,16.903600692749,17.475399017334,30,MYD88,NONE
FALSE,1.42481946234475,0.704375743865967,E9PZJ8,E9PZJ8,Activating signal cointegrator 1 complex subunit 3,Ascc3,NA,39,250.55,8,4,4,17.2378005981445,17.4582004547119,17.605899810791,16.653600692749,16.8103008270264,16.6024990081787,16.0648994445801,16.6602993011475,30,MYD88,NONE
FALSE,0.912888871876964,1.27064967155457,E9Q286,E9Q286,Little elongation complex subunit 1,Ice1,NA,4,242.25,8,4,4,11.3116998672485,12.6373996734619,13.6065998077393,13.1009998321533,10.3760004043579,11.8224000930786,10.7690000534058,12.6066999435425,30,MYD88,NONE
FALSE,0.622492700516834,1.86300865809123,E9Q349,E9Q349,WD repeat-containing protein 25,Wdr25,NA,2,58.479,5,3,2,11.7982006072998,11.838399887085,NA,8.8802604675293,NA,NA,9.12724018096924,8.82464981079102,30,MYD88,NONE
TRUE,1.43042718006725,3.99021331469218,E9Q394,E9Q394,NA,Akap13,NA,6,303.97,7,4,3,9.85630035400391,13.7182998657227,14.1192998886108,14.1261005401611,8.08100986480713,8.16565036773682,10.6477003097534,NA,30,MYD88,NONE
TRUE,0.751641872903145,5.76960055033366,J3QMK6;E9Q3E1,J3QMK6;E9Q3E1,Aldehyde dehydrogenase,1700055N04Rik;Aldh3b2,NA,2,53.119,5,2,3,19.1016998291016,NA,24.4171009063721,NA,20.0452995300293,14.059100151062,13.8649997711182,NA,30,MYD88,NONE
