Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Mol..weight.[kDa],Peptides,Valid.values,Valid.values.15.min,Valid.values.unstim,Myd88.15.min.1.neu,MyD88.15.min.2.neu,MyD88.15.min.3.neu,MyD88.15.min.4.neu,MyD88.unstim.2.neu,MyD88.unstim.3.neu,MyD88.unstim.4.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,1.06542788901123,-2.95973499615987,B2RRD7,B2RRD7,NA,Brpf1,NA,137.31,4,11,4,3,12.6755857467651,10.6328859329224,7.46394634246826,12.0345859527588,14.0395860671997,13.7170858383179,13.2277860641479,15,MYD88,NONE
TRUE,2.03138385902688,-1.65341631571452,B2RRE7,B2RRE7,OTU domain-containing protein 4,Otud4,NA,123.05,26,12,4,4,18.2399864196777,18.8385848999023,17.4980850219727,17.7298851013184,20.0689849853516,19.839485168457,19.2816848754883,15,MYD88,NONE
TRUE,0.813996176041657,-1.26450824737549,B2RWS6;P45481,B2RWS6;P45481,Histone acetyltransferase p300;CREB-binding protein,Ep300;Crebbp,NA,263.3,4,11,4,3,11.7175855636597,11.3593854904175,9.82968616485596,12.7653856277466,12.482985496521,13.2037858963013,12.360785484314,15,MYD88,NONE
TRUE,2.10989662075364,-1.33259161313375,B2RX14,B2RX14,Terminal uridylyltransferase 4,Zcchc11,NA,184.65,11,11,4,3,13.9417858123779,14.4386854171753,13.6816854476929,13.2716856002808,15.3589859008789,14.9063854217529,15.2327852249146,15,MYD88,NONE
FALSE,0.853021147827908,0.179083029429117,B2RXR6,B2RXR6,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,Ankrd44,NA,107.38,8,11,4,3,14.4462852478027,14.1627855300903,14.2807855606079,14.0954856872559,14.1769857406616,13.9942855834961,14.0304861068726,15,MYD88,NONE
TRUE,1.60342666756614,-1.23368310928345,B2RY56,B2RY56,RNA-binding protein 25,Rbm25,NA,99.551,11,12,4,4,17.2831859588623,17.8320865631104,16.9630851745605,16.9813861846924,19.0404853820801,18.656286239624,17.7990856170654,15,MYD88,NONE
FALSE,0.359396287252613,-0.360375006993612,B7ZNG4,B7ZNG4,Tastin,Troap,NA,71.958,3,10,4,3,14.2959852218628,13.9802856445313,13.258186340332,13.3291854858398,14.7412853240967,14.0021858215332,13.4853858947754,15,MYD88,NONE
FALSE,0.952690334419137,0.592233419418335,B9EJ86;Q9ER64,B9EJ86,Oxysterol-binding protein,Osbpl8,NA,101.27,8,11,4,3,14.5661859512329,14.3987855911255,14.506685256958,14.5962858200073,14.6444854736328,13.5040855407715,13.6256856918335,15,MYD88,NONE
FALSE,0.106021060109695,-0.243399381637573,B9EJR8,B9EJR8,"Dynein assembly factor 5, axonemal",Dnaaf5,NA,93.85,2,9,4,3,11.565185546875,11.9492855072021,9.19631576538086,11.8261861801147,10.6094560623169,11.9415855407715,11.5818862915039,15,MYD88,NONE
TRUE,1.71539841306525,-1.66951711972554,C0HKD9;C0HKD8,C0HKD9;C0HKD8,NA,NA,NA,51.954,4,11,4,3,16.0494861602783,16.3735847473145,15.0721855163574,15.2000856399536,17.7485866546631,17.6900863647461,16.5913848876953,15,MYD88,NONE
TRUE,2.86153704119352,-1.75326617558797,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP5;Q8BFU2;Q6GSS7;Q8R1M2;Q64523;Q8CGP7;P27661;Q64522,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP5;Q8BFU2;Q6GSS7;Q8R1M2;Q64523;Q8CGP7;P27661,Histone H2A type 1-H;Histone H2A type 1-F;Histone H2A type 3;Histone H2A type 2-A;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 1-K;Histone H2AX,Hist1h2ah;Hist1h2af;Hist3h2a;Hist2h2aa1;H2afj;Hist2h2ac;Hist1h2ak;H2afx,NA,14.135,5,12,4,4,25.490385055542,25.657585144043,24.8076858520508,25.0282859802246,27.2275848388672,27.1034851074219,26.6666851043701,15,MYD88,NONE
TRUE,1.16407664911545,-1.05447522799174,C6KI89;E9Q355,C6KI89;E9Q355,Cation channel sperm-associated protein subunit gamma 2;Cation channel sperm-associated protein subunit gamma 1,Catsperg2;Catsperg1,NA,131.42,2,11,4,3,13.5113859176636,13.3711862564087,13.0553855895996,12.8656854629517,14.9110860824585,14.5891857147217,13.2658863067627,15,MYD88,NONE
FALSE,0.494701931251118,-0.863558848698935,CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229,CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229,NA,NA,+,53.341,3,7,4,3,11.7456855773926,12.7505855560303,10.1361856460571,11.7341861724854,13.2483863830566,12.6914863586426,11.4257860183716,15,MYD88,NONE
TRUE,2.98874880376621,-2.39642469088236,CON__ENSEMBL:ENSBTAP00000024146,CON__ENSEMBL:ENSBTAP00000024146,NA,NA,+,164.34,10,11,4,4,12.3592863082886,11.7502861022949,12.3256855010986,12.6621856689453,14.8924856185913,15.0826854705811,14.0371856689453,15,MYD88,NONE
FALSE,0.341441934720996,0.601794958114624,CON__P00735;P19221,CON__P00735;P19221,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2,+,70.505,2,7,4,2,12.0579862594604,12.120885848999,13.3086862564087,13.0290861129761,11.1247463226318,NA,12.929986000061,15,MYD88,NONE
FALSE,0.127176275823782,0.687416553497314,CON__P00761,CON__P00761,NA,NA,+,24.409,3,12,4,4,23.9975852966309,24.5190849304199,23.2973861694336,23.7640857696533,26.0148849487305,18.4867858886719,25.119686126709,15,MYD88,NONE
FALSE,0.87640218662632,0.737391153971355,CON__P01966,CON__P01966,NA,NA,+,15.184,4,12,4,4,16.9912853240967,17.5567855834961,16.812385559082,17.1867847442627,16.7808856964111,16.8890857696533,15.5282859802246,15,MYD88,NONE
TRUE,1.00919711140436,-2.31137561798096,CON__P02533;CON__Q61782,CON__P02533,NA,NA,+,51.621,47,12,4,4,17.8903865814209,21.15598487854,20.2134857177734,19.3501853942871,23.8038864135742,21.3932857513428,20.694486618042,15,MYD88,NONE
FALSE,0.472159916070142,-1.62351632118225,CON__P02538;CON__Q8VED5;Q8VED5;CON__P07744;P07744;CON__Q9H552;CON__H-INV:HIT000016045;CON__REFSEQ:XP_932229,CON__P02538,NA,NA,+,60.044,63,12,4,4,12.3489856719971,18.0090866088867,16.7654857635498,14.9885854721069,17.3702850341797,18.0187854766846,16.0655860900879,15,MYD88,NONE
TRUE,2.17088526071853,-2.7161500453949,CON__P02662,CON__P02662,NA,NA,+,22.975,4,12,4,4,13.8126859664917,14.1020860671997,11.8273859024048,13.1047859191895,15.9311857223511,15.679386138916,16.1730861663818,15,MYD88,NONE
TRUE,0.722464392594973,-1.74083296457927,CON__P02666,CON__P02666,NA,NA,+,23.583,1,7,3,3,NA,16.1007862091064,12.6416854858398,13.1702861785889,15.6482858657837,16.1570854187012,15.3298854827881,15,MYD88,NONE
TRUE,1.97589818934351,-2.78449980417887,CON__P02768-1,CON__P02768-1,NA,NA,+,69.366,27,12,4,4,14.4485855102539,14.4970855712891,13.5973863601685,15.670485496521,18.3649864196777,17.296085357666,16.3525848388672,15,MYD88,NONE
TRUE,3.58314335068167,-4.77487484614054,CON__P02769,CON__P02769,NA,NA,+,69.293,47,12,4,4,19.9690856933594,19.3644866943359,18.2210865020752,19.9649848937988,24.5504856109619,23.7751865386963,24.1386852264404,15,MYD88,NONE
TRUE,0.76558444347744,-1.35483360290527,CON__P04259,CON__P04259,NA,NA,+,59.998,64,12,4,4,20.3527851104736,23.7221851348877,22.0049858093262,21.4187850952148,23.513484954834,23.3198852539063,22.8551864624023,15,MYD88,NONE
TRUE,1.26672910454466,-1.53817447026571,CON__P04264,CON__P04264,NA,NA,+,66.017,61,12,4,4,23.282886505127,25.6419849395752,24.179386138916,24.3413848876953,26.411584854126,25.6505851745605,25.6365852355957,15,MYD88,NONE
FALSE,0.208263340637469,0.209324677785238,CON__P06868,CON__P06868,NA,NA,+,91.215,4,9,4,3,13.7039861679077,14.16428565979,14.2342853546143,14.0622854232788,14.6910858154297,13.5828857421875,13.2216863632202,15,MYD88,NONE
FALSE,0.711506172876008,-1.13735024134318,CON__P08730-1;P08730,CON__P08730-1;P08730,"Keratin, type I cytoskeletal 13",Krt13,+,47.754,11,8,2,4,NA,12.3073863983154,NA,10.9556856155396,13.2271862030029,12.0657863616943,13.0136861801147,15,MYD88,NONE
TRUE,1.83509479523482,-2.50607601801554,CON__P08779;Q9WTL4,CON__P08779,NA,NA,+,51.267,52,12,4,4,20.8301849365234,22.1069850921631,21.5438861846924,21.02858543396,25.277286529541,23.4384860992432,22.9346866607666,15,MYD88,NONE
TRUE,1.93929906390782,-3.24407553672791,CON__P12763,CON__P12763,NA,NA,+,38.418,6,12,4,4,16.2438850402832,17.087085723877,15.8090858459473,15.3707857131958,20.7374858856201,19.5688858032227,17.8089866638184,15,MYD88,NONE
TRUE,1.53833593636585,-1.79844951629639,CON__P13645;CON__Q7Z3Y7;CON__Q2M2I5;CON__P05784;P05784;A6BLY7;CON__Q7Z3Y9;Q9Z320;A1L317,CON__P13645,NA,NA,+,59.51,42,12,4,4,22.8665866851807,25.1320858001709,23.4775848388672,23.8734855651855,26.0215854644775,25.5831851959229,25.302885055542,15,MYD88,NONE
TRUE,1.74356384125547,-2.51292546590169,CON__P13646-1,CON__P13646-1,NA,NA,+,49.586,21,12,4,4,15.9723854064941,16.5567855834961,17.0316848754883,16.6505851745605,18.8444862365723,20.567985534668,17.7848854064941,15,MYD88,NONE
TRUE,1.45879978282338,-1.77775017420451,CON__P13647,CON__P13647,NA,NA,+,62.378,60,12,4,4,19.1064853668213,21.2555866241455,20.1143856048584,20.0064849853516,22.6586856842041,21.7178859710693,21.3188858032227,15,MYD88,NONE
TRUE,2.52788471510259,-1.8455917040507,CON__P15636,CON__P15636,NA,NA,+,68.124,14,12,4,4,24.7106857299805,25.7493858337402,24.6451854705811,25.0421867370605,27.1934852600098,26.941686630249,26.512186050415,15,MYD88,NONE
TRUE,1.56145085810049,-3.21698307991028,CON__P19013,CON__P19013,NA,NA,+,63.91,13,11,4,3,10.9418859481812,12.1209859848022,14.4932861328125,14.4239854812622,16.3364849090576,16.3197860717773,15.9797859191895,15,MYD88,NONE
TRUE,2.15764340712796,-2.75918332735697,CON__P20930,CON__P20930,NA,NA,+,435.16,16,12,4,4,10.2535858154297,9.6832857131958,11.6205863952637,10.4498863220215,14.114086151123,13.207085609436,12.4618864059448,15,MYD88,NONE
TRUE,3.16600581418964,-6.65058326721191,CON__P34955,CON__P34955,NA,NA,+,46.103,9,12,4,4,14.061185836792,14.6553859710693,12.3333854675293,12.8085861206055,21.5180854797363,19.8458862304688,18.9816856384277,15,MYD88,NONE
TRUE,1.66024061378011,-1.76668326059977,CON__P35527,CON__P35527,NA,NA,+,62.129,44,12,4,4,22.7338848114014,24.2555866241455,23.6393852233887,23.5184860229492,26.2257862091064,24.7137851715088,24.9709854125977,15,MYD88,NONE
TRUE,1.69709336881104,-1.83460823694865,CON__P35908;Q6IFZ9,CON__P35908,NA,NA,+,65.865,54,12,4,4,21.0917854309082,23.0701866149902,21.3992862701416,22.2303848266602,23.6056861877441,24.1295852661133,23.6122856140137,15,MYD88,NONE
TRUE,1.03909077427202,-2.71417474746704,CON__P48668,CON__P48668,NA,NA,+,60.024,63,10,4,3,14.4781856536865,17.7123851776123,18.0476856231689,16.358585357666,19.6314849853516,19.0952854156494,NA,15,MYD88,NONE
TRUE,2.21334933426749,-2.80824136734009,CON__Q01546,CON__Q01546,NA,NA,+,65.87,14,12,4,4,9.94808578491211,11.8386859893799,10.1256856918335,10.767186164856,13.3756856918335,14.2567853927612,12.8019857406616,15,MYD88,NONE
TRUE,0.979268208324668,-3.12600859006246,CON__Q04695;CON__Q9D312;Q9D312;CON__Q8N1A0;Q8CCX5,CON__Q04695,NA,NA,+,48.105,45,12,4,4,15.961085319519,19.9638862609863,18.2522850036621,16.0627861022949,23.1555862426758,20.2293853759766,18.6730861663818,15,MYD88,NONE
TRUE,2.22313545380458,-5.0565333366394,CON__Q0IIK2;CON__Q29443,CON__Q0IIK2;CON__Q29443,NA,NA,+,77.738,24,12,4,4,17.4309864044189,17.5589847564697,15.3225860595703,14.6105861663818,22.6202850341797,21.3815860748291,19.86008644104,15,MYD88,NONE
TRUE,2.78061274935799,-3.44764153162638,CON__Q9UE12;CON__Q15323,CON__Q9UE12;CON__Q15323,NA,NA,+,47.237,14,12,4,4,12.12708568573,13.0452861785889,11.5694856643677,12.5553855895996,16.6619853973389,14.9225854873657,15.7312860488892,15,MYD88,NONE
FALSE,0.954397035583287,-0.650424957275391,CON__Q1RMK2,CON__Q1RMK2,NA,NA,+,65.056,5,10,4,3,14.8928861618042,15.7654857635498,14.729585647583,15.1226854324341,15.6583852767944,16.2432861328125,15.4325857162476,15,MYD88,NONE
TRUE,2.52050153153611,1.42968289057414,CON__Q28107;O88783,CON__Q28107,NA,NA,+,248.98,12,11,4,3,14.2596855163574,14.2680854797363,13.5850858688354,14.1508855819702,12.7991857528687,12.909086227417,12.2004861831665,15,MYD88,NONE
FALSE,0.669890532682566,-1.17526658376058,CON__Q2UVX4,CON__Q2UVX4,NA,NA,+,187.37,5,9,4,4,12.3565855026245,13.2398862838745,10.6318855285645,11.2943859100342,14.0667858123779,12.9578857421875,12.1431856155396,15,MYD88,NONE
TRUE,1.27390419443291,1.13530826568604,CON__Q3SX09,CON__Q3SX09,NA,NA,+,22.06,5,11,4,3,18.0625858306885,18.4511852264404,18.1544857025146,18.3251857757568,17.5525856018066,17.7180862426758,16.0684852600098,15,MYD88,NONE
TRUE,1.40664902078527,1.34711623191834,CON__Q3SX14,CON__Q3SX14,NA,NA,+,85.686,12,10,4,4,14.7703857421875,15.5777854919434,14.917085647583,15.1184854507446,13.5267858505249,14.7479858398438,12.9716863632202,15,MYD88,NONE
FALSE,1.40726312898327,-0.663983027140301,CON__Q3ZBS7;P29788,CON__Q3ZBS7,NA,NA,+,54.099,6,12,4,4,17.9648857116699,17.1152858734131,17.4654865264893,17.7268867492676,18.0601863861084,18.4734859466553,18.1626853942871,15,MYD88,NONE
TRUE,0.894796009243435,-1.55218346913656,CON__Q5D862;Q2VIS4,CON__Q5D862,NA,NA,+,248.07,22,12,4,4,12.6215858459473,14.7353858947754,15.5588855743408,13.998685836792,16.7595863342285,15.5084857940674,15.0743856430054,15,MYD88,NONE
